precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA AUR-voturi","ROMÂNIA SOCIALISTĂ-voturi"
35,SUCEAVA,"CENTRU RECREATIV, CARTIER PĂDURENI",188,"ORAŞ SIRET",146655,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:46",439,439,0,223,212,0,11,500,277,214,9,0,0,5,1,0,0,2,1,0,0,0,157,11,5,32,0
35,SUCEAVA,"CLĂDIREA ”DOM POLSKI” VICŞANI",411,MUŞENIŢA,149584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:41:14",177,177,0,116,110,0,6,400,284,111,5,0,1,0,2,0,0,1,1,1,3,1,77,6,2,16,0
35,SUCEAVA,"CLĂDIRE CU DESTINAȚIE ADMINISTRATIVĂ ȘI SOCIAL CULTURALĂ",400,MOARA,149414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:53:47",199,199,0,120,112,0,8,300,180,106,14,7,0,1,0,0,2,0,0,0,0,0,70,7,8,11,0
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR",71,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:23:04",1374,1374,0,537,526,0,11,1500,963,517,20,7,7,14,32,3,4,14,5,7,4,14,243,22,55,83,3
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR – SATUL DE VACANŢĂ",73,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:47:53",1628,1628,0,298,282,0,16,1800,1502,283,15,1,1,8,12,0,2,10,1,2,2,4,141,5,35,58,1
35,SUCEAVA,"CLUBUL FERMIERILOR MESTECANIS STR FERMIERILOR NR 14 SAT MESTECANIS COMUNA IACOBENI JUDETUL SUCEAVA",363,IACOBENI,149138,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:28:03",258,258,0,186,177,0,9,290,104,175,11,7,0,2,6,0,2,3,3,0,1,4,106,2,4,34,1
35,SUCEAVA,"COLEGIUL” ALEXANDRU CEL BUN” CORPUL A",161,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:15:01",1749,1749,0,756,746,0,10,1900,1144,728,28,16,6,29,22,2,9,10,8,9,3,14,392,41,46,115,6
35,SUCEAVA,"COLEGIUL ”ALEXANDRU CEL BUN” CORPUL B",158,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:57:47",1955,1955,0,922,905,0,17,2200,1278,876,46,20,6,36,35,2,2,8,10,8,6,27,414,52,63,179,8
35,SUCEAVA,"COLEGIUL ANDRONIC MOTRESCU",115,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:03:26",1622,1622,0,746,733,0,13,1600,854,726,20,21,10,23,22,2,17,0,5,3,5,20,348,47,37,164,2
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA A",9,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:39",1241,1241,0,319,301,0,18,1400,1081,313,6,15,2,17,26,3,3,1,3,4,3,9,128,15,37,45,2
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA B",10,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:52",1220,1220,0,538,525,0,13,1300,762,507,31,15,1,12,31,2,8,5,4,10,5,20,236,24,65,66,3
35,SUCEAVA,"COLEGIUL ECONOMIC ” DIMITRIE CANTEMIR”",13,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:51:45",1051,1051,0,496,482,0,14,1200,704,479,17,20,1,48,31,4,0,3,7,15,2,19,188,22,63,53,3
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",106,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:48",1877,1877,0,779,779,0,0,2100,1321,755,24,31,3,25,24,3,3,3,4,10,3,22,379,58,36,148,3
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",105,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:34:02",1827,1827,0,758,738,0,20,2000,1242,735,23,21,6,19,36,5,4,4,7,12,6,22,356,52,39,144,2
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:52:30",1381,1381,0,640,630,0,10,1500,860,618,22,21,3,17,20,3,3,5,2,6,3,14,368,41,23,78,11
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:50:03",726,726,0,287,277,0,10,800,513,277,10,0,1,12,2,3,1,1,0,2,0,4,188,23,7,32,1
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”SPIRU HARET”, SALA A",17,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:06:56",1044,1044,0,546,462,0,84,1400,854,532,14,15,4,21,51,0,8,8,4,3,3,10,221,22,59,101,2
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B",18,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:49:50",917,917,0,499,439,0,60,1000,501,499,0,13,2,26,35,1,5,2,1,5,8,18,226,24,60,70,3
35,SUCEAVA,"COLEGIUL NAŢIONAL ”DRAGOŞ VODĂ”",70,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:37:30",1085,1085,0,421,419,0,2,1200,779,404,17,11,5,23,12,4,2,10,3,4,3,15,180,23,42,62,5
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",28,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:00",1637,1637,0,809,795,0,14,1800,991,797,12,16,5,46,43,5,14,9,5,15,6,22,304,33,119,150,5
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",29,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:09:42",1785,1785,0,703,696,0,7,1900,1197,676,27,28,2,23,43,2,6,6,5,5,5,19,282,34,75,135,6
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",27,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:53",1734,1734,0,357,309,0,48,1900,1543,346,11,12,3,18,17,3,4,6,5,3,13,9,125,27,26,71,4
35,SUCEAVA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",30,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:25",1472,1472,0,619,602,0,17,1600,981,603,16,19,3,22,35,2,3,3,11,11,2,14,254,31,88,102,3
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",82,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:22:26",1438,1438,0,669,646,0,23,1600,931,638,31,19,5,21,27,2,0,2,3,5,7,19,318,50,67,91,2
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",83,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:27",1508,1508,0,692,678,0,14,1600,908,661,31,25,7,23,16,0,5,2,0,8,4,20,366,34,50,99,2
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA A",2,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:17",1496,1496,0,751,751,0,0,1600,849,711,40,23,11,41,56,11,3,8,7,22,9,17,282,29,75,111,6
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA B",3,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:37",1515,1515,0,620,606,0,14,1600,980,602,18,21,5,29,29,6,8,5,6,12,2,18,268,45,74,72,2
35,SUCEAVA,"COLEGIUL NAŢIONAL ”ŞTEFAN CEL MARE”",4,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:08:37",1586,1586,0,693,674,0,19,1700,1007,684,9,14,5,30,40,3,11,3,5,9,3,23,310,30,67,127,4
35,SUCEAVA,"COLEGIUL NAȚIONAL ”ȘTEFAN CEL MARE”",5,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:13:24",820,820,0,298,272,0,26,900,602,287,11,10,2,12,15,2,2,1,1,7,0,15,131,9,42,38,0
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP A)",74,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:15",1449,1449,0,584,574,0,10,1600,1016,557,27,22,0,25,24,2,6,12,5,6,2,12,271,14,60,92,4
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP B)",75,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:13",1379,1379,0,573,564,0,9,1500,927,541,32,8,4,29,28,1,4,9,8,3,6,12,273,27,48,79,2
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP C)",76,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:59:08",1433,1433,0,648,641,0,7,1600,952,613,35,17,3,17,19,2,5,4,5,10,5,17,302,21,75,106,5
35,SUCEAVA,"COLEGIUL TEHNIC",104,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:53:57",1852,1852,0,767,748,0,19,2200,1433,744,23,14,10,21,46,8,14,6,2,20,6,21,351,48,26,144,7
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA A, CALEA UNIRII, NR.49",48,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:54:08",1742,1742,0,654,640,0,14,2000,1346,646,8,17,6,30,20,5,10,4,7,10,5,19,262,30,76,140,5
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA B, CALEA UNIRII, NR.49",49,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:03",1441,1441,0,677,659,0,18,1600,923,657,20,26,6,18,21,3,7,8,10,9,3,16,322,35,56,110,7
35,SUCEAVA,"COLEGIUL TEHNIC ”AL. I. CUZA” SALA C",50,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:36",1183,1183,0,549,539,0,10,1300,751,533,16,15,5,22,17,1,10,2,7,5,1,13,274,30,49,82,0
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA A",31,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:53",1725,1725,0,784,761,0,23,1900,1116,756,28,37,7,36,54,6,2,5,3,8,4,22,326,49,70,127,0
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA B",32,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:08",1805,1805,0,798,772,0,26,2000,1202,776,22,29,15,29,63,7,11,7,8,16,7,23,318,38,71,130,4
35,SUCEAVA,"COLEGIUL TEHNIC ”MIHAI BĂCESCU”",80,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:05",1364,1364,0,702,691,0,11,1596,894,676,26,21,3,31,38,3,4,2,5,5,4,17,333,55,62,87,6
35,SUCEAVA,"COLEGIUL TEHNIC „PETRU MUŞAT”",33,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:46",1057,1057,0,300,277,0,23,1200,893,282,18,5,1,11,11,3,5,4,1,3,2,7,124,19,24,61,1
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",108,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:22:09",1824,1824,0,692,686,0,6,2200,1508,669,23,19,8,15,33,8,20,8,5,21,2,18,280,48,40,134,10
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",109,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:24",1772,1772,0,659,641,0,18,1800,1141,645,14,23,2,23,27,3,7,4,2,7,4,15,335,34,58,95,6
35,SUCEAVA,"COLEGIUL TEHNIC ”SAMUIL ISOPESCU”",8,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:22:03",1198,1198,0,662,630,0,32,1300,638,592,70,21,7,22,0,3,7,6,4,12,2,13,276,25,82,110,2
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",95,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:24",1300,1300,0,547,533,0,14,1500,953,519,28,11,4,13,13,2,6,2,3,2,6,10,306,29,38,68,6
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",97,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:38:25",1683,1683,0,852,840,0,12,1900,1048,820,32,26,5,23,32,4,6,6,8,12,8,11,404,48,80,143,4
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",96,"MUNICIPIUL FĂLTICENI",146539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:47:54",1371,1371,0,602,598,0,4,1500,898,569,33,19,4,18,9,1,3,4,5,2,2,17,305,28,60,89,3
35,SUCEAVA,"COMPLEX CFR GARA MARE",128,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:18",1078,1078,0,560,542,0,18,1200,640,548,12,11,6,15,13,3,6,8,6,2,7,9,290,27,27,114,4
35,SUCEAVA,"CONTAINER MOBIL",390,"MĂNĂSTIREA HUMORULUI",149370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:26:53",328,328,0,185,181,0,4,400,215,174,11,0,1,1,0,0,6,1,1,8,0,4,89,7,34,22,0
35,SUCEAVA,"CONTAINER MOBIL",308,FÂNTÂNELE,148453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:44",166,166,0,106,102,0,4,200,94,99,7,3,1,1,1,0,3,1,0,6,2,0,59,4,3,15,0
35,SUCEAVA,"CONTAINER MOBIL",397,MOARA,149414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:43:49",217,217,0,113,104,0,9,300,187,104,9,7,1,3,2,0,0,0,0,0,0,1,32,8,2,47,1
35,SUCEAVA,"CONTAINER MOBIL AMPLASAT ÎN CURTEA ȘCOLII DELENI",425,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:54:50",564,564,0,315,289,0,26,600,285,298,17,2,2,2,4,1,23,4,1,3,0,10,135,17,18,73,3
35,SUCEAVA,"CORPUL A LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",167,"ORAŞ LITENI",149227,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:51:55",983,983,0,450,440,0,10,1100,650,426,24,8,3,16,5,3,7,1,2,4,4,3,220,28,21,100,1
35,SUCEAVA,"CORPUL III LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",166,"ORAŞ LITENI",149227,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:39",1317,1317,0,643,627,0,16,1500,857,605,38,15,6,22,2,2,3,4,7,6,10,16,350,19,20,119,4
35,SUCEAVA,"CRESA HIPODROM",111,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:55:48",1775,1775,0,683,663,0,20,2000,1317,659,24,26,5,15,30,5,9,4,4,6,5,16,347,55,20,107,5
35,SUCEAVA,"DIRECŢIA SILVICĂ SUCEAVA",16,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:00",1020,1020,0,525,443,0,82,1300,775,504,21,22,4,17,42,0,9,8,6,10,2,9,220,30,45,78,2
35,SUCEAVA,"GALERIILE DE ARTA",102,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:08:13",1696,1696,0,731,709,0,22,1600,869,703,28,25,19,17,30,2,4,6,6,2,4,20,343,48,32,139,6
35,SUCEAVA,"GARA BURDUJENI",44,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:59",1649,1649,0,266,241,0,25,2200,1934,257,9,7,3,7,6,0,2,1,5,1,4,5,133,15,16,51,1
35,SUCEAVA,"GARA BURDUJENI",45,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:57:26",1919,1919,0,652,623,0,29,2100,1448,629,23,31,3,18,22,5,7,8,7,5,8,18,253,47,54,142,1
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BĂDEUȚI",175,"ORAŞ MILIŞĂUŢI",146931,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:16:22",1265,1265,0,623,609,0,14,1400,777,572,51,14,4,12,4,0,2,1,2,5,6,7,250,25,128,110,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂŞTI",228,BOROAIA,147072,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:48",857,857,0,430,420,0,10,1000,570,403,27,7,2,11,7,0,0,1,1,0,4,3,259,44,22,41,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BROŞTENI",295,DRĂGUŞENI,148382,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:37:07",268,268,0,136,132,0,4,300,164,128,8,1,2,1,1,0,0,1,1,1,3,2,84,12,2,17,0
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:45",579,579,0,359,353,0,6,700,341,336,23,11,1,3,4,0,0,1,1,1,3,5,238,12,9,45,2
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL CAJVANA",140,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:35",1538,1538,0,630,630,0,0,1600,970,579,51,10,4,8,6,0,14,1,0,1,19,7,271,36,24,177,1
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 GRUPE NR.1 FÂNTÂNELE",305,FÂNTÂNELE,148453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:53",911,911,0,464,457,0,7,1000,536,441,23,4,2,3,6,1,13,2,0,21,5,1,212,29,29,112,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL DEMACUŞA",405,MOLDOVIŢA,149539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:42",797,797,0,544,540,0,4,878,334,510,34,10,5,4,4,0,5,2,1,0,29,7,285,0,23,135,0
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL FALCAU",242,BRODINA,147241,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:56:20",1106,1106,0,587,576,0,11,1200,613,553,34,11,1,12,17,1,3,8,1,4,15,19,234,51,25,148,3
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL IPOTEȘTI",369,IPOTEŞTI,146281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:37:04",1928,1928,0,1016,1006,0,10,2100,1084,992,24,39,3,41,52,16,6,4,5,8,9,26,402,61,84,227,9
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL ”LUMEA COPIILOR”",198,"ORAŞ VICOVU DE SUS",151095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:49:51",1329,1329,0,594,591,0,3,1400,806,567,27,18,1,6,9,1,3,2,3,3,11,5,262,28,11,204,0
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL NEGRILEASA",473,STULPICANI,150356,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:30",805,805,0,441,432,0,9,890,449,388,53,3,1,1,1,1,1,0,1,1,10,1,317,11,0,39,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1",392,"MITOCU DRAGOMIRNEI",146325,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:08:17",1891,1891,0,1136,1125,0,11,2000,864,1012,124,9,13,12,13,4,16,5,7,3,12,8,430,50,53,376,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 12 ”ŢĂNDĂRICĂ”",54,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:27:43",1640,1640,0,714,699,0,15,1799,1085,685,29,25,3,16,35,3,6,3,7,12,4,18,308,44,59,140,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CAPU CÂMPULUI",255,"CAPU CÂMPULUI",151503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:16",1898,1898,0,1394,1358,0,36,2000,606,1382,12,14,2,21,9,0,7,3,3,3,4,13,1106,48,10,137,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",278,DĂRMĂNEŞTI,147937,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:49:45",1011,1011,0,577,554,0,23,1111,534,535,42,7,2,9,6,4,1,6,3,4,7,7,350,40,22,64,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1-EST",193,"ORAŞ VICOVU DE SUS",151095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:48:17",1379,1379,0,569,566,0,3,1500,931,560,9,0,1,4,2,1,4,3,2,4,6,3,370,19,7,133,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:57:49",489,489,0,200,192,0,8,600,400,186,14,2,4,5,1,1,3,1,0,1,0,0,116,2,10,39,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL NR.5",125,"MUNICIPIUL VATRA DORNEI",146744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:13:38",1054,1054,0,576,563,0,13,1155,579,560,16,16,4,8,9,3,5,3,3,2,11,14,338,36,36,68,4
35,SUCEAVA,"GRADINIŢA CU PROGRAM NORMAL NR. 5",23,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:08",1635,1635,0,693,675,0,18,1800,1107,675,18,27,2,25,34,1,10,3,4,8,5,28,298,35,69,123,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",63,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:10",1321,1321,0,573,559,0,14,1500,927,550,23,27,2,24,26,0,7,5,8,2,7,9,219,50,67,91,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",64,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:23",1691,1691,0,662,650,0,12,1800,1138,631,31,16,9,21,15,7,8,7,5,6,6,18,251,40,80,140,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9 ”NOROCEL” SALA A",41,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:53:43",1931,1931,0,556,533,0,23,2100,1544,534,22,27,0,23,11,0,2,2,3,13,8,22,217,42,45,115,4
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.9 ”NOROCEL” SALA B",42,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:22:40",1956,1956,0,843,826,0,17,2100,1257,814,29,41,0,51,25,4,5,6,9,9,11,26,298,64,88,168,9
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:44:24",1549,1549,0,652,639,0,13,1711,1059,615,37,19,6,15,30,4,8,9,2,7,10,14,280,47,46,111,7
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVĂLARI",498,UDEŞTI,150588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:36:10",921,921,0,410,397,0,13,1000,590,372,38,10,6,4,3,1,5,1,1,0,12,3,153,34,4,133,2
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL PODENI",245,BUNEŞTI,147465,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:15:05",505,505,0,245,238,0,7,600,355,225,20,3,1,3,0,0,2,0,0,0,1,3,128,9,12,61,2
