precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",67,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:41",1410,1409,1,655,639,1,15,1550,895,643,12,25,0,370,12,10,60,10,0,0,0,114,0,20,0,22,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",66,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:11:57",1050,1050,0,421,400,0,21,1160,739,407,14,15,0,261,1,7,18,17,1,0,4,58,0,5,6,8,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:10",1410,1407,3,590,572,3,15,1550,960,571,19,20,1,363,2,11,34,7,0,9,7,93,3,1,4,13,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MOŞTENI",211,MOŞTENI,153384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:32",481,481,0,387,333,0,54,530,143,371,16,18,0,316,0,1,5,0,0,2,3,20,0,0,0,4,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ MOȘTENI",210,MOŞTENI,153384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:14",606,606,0,494,429,0,65,670,176,477,17,11,0,398,1,2,16,1,0,3,0,40,1,0,0,3,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NANOV",212,NANOV,151816,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:27",1652,1652,0,1040,973,0,67,1810,770,974,66,47,4,788,7,19,22,2,2,10,12,0,8,11,19,11,12
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NĂSTURELU",214,NĂSTURELU,153400,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:41:04",1183,1183,0,803,782,0,21,1310,507,703,100,26,0,534,1,4,5,2,1,4,3,107,0,1,2,10,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NENCIULEȘTI",218,NENCIULEŞTI,154996,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:00",626,626,0,367,347,0,20,690,323,329,38,9,1,263,0,2,7,0,0,2,1,37,0,2,0,3,2
36,TELEORMAN,"SCOALA GIMNAZIALA NR.1",201,MĂLDĂENI,153277,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:37:29",1113,1113,0,658,646,0,12,1230,572,631,27,28,2,434,6,9,18,1,2,6,3,105,1,1,3,9,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.1",156,DOBROTEŞTI,152760,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:23",1237,1237,0,720,660,0,60,1360,640,665,55,21,4,489,1,9,37,0,1,0,4,84,4,1,0,7,3
36,TELEORMAN,"ŞCOALA GIMNAZIALA NR.1 BLEJEŞTI",100,BLEJEŞTI,152083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:59",972,972,0,602,591,0,11,1075,473,578,24,43,1,416,1,7,10,1,0,5,14,72,1,3,3,1,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLUGĂRU",108,BOTOROAGA,152172,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:57:01",612,611,1,465,413,1,51,675,210,438,27,10,0,338,1,1,0,0,0,4,1,70,2,2,1,5,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CIOLĂNEŞTII DIN DEAL",137,CIOLĂNEŞTI,152528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:25",635,635,0,422,375,0,47,700,278,383,39,8,3,255,2,2,5,2,0,2,2,92,1,0,0,5,4
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:12:18",656,644,12,377,362,0,15,780,403,357,20,7,1,252,2,5,25,5,0,2,2,44,3,2,1,1,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 MÎRZĂNEŞTI",204,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:41:52",491,491,0,383,321,0,62,540,157,358,25,23,1,279,1,2,5,0,0,1,6,32,2,2,1,1,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 OLTENI",221,OLTENI,153473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:29",1444,1444,0,1105,1051,0,54,1600,495,1080,25,0,0,360,0,0,430,0,0,0,0,290,0,0,0,0,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:01:20",980,980,0,645,591,0,54,1075,430,618,27,0,4,469,0,0,59,0,0,0,1,79,0,0,0,0,6
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:23:52",1222,1222,0,817,779,0,38,1340,523,778,39,47,0,563,0,27,0,9,3,0,8,87,3,6,2,20,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2",72,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:06:52",1362,1350,12,453,441,7,5,1490,1037,414,35,21,2,260,2,7,16,2,2,0,3,72,1,5,15,4,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR. 2",158,DOBROTEŞTI,152760,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:13:05",878,878,0,561,496,0,65,965,404,551,10,27,0,419,0,2,9,3,0,3,4,72,2,2,4,2,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:14",1191,1188,3,657,630,0,27,1310,653,613,44,14,7,382,3,12,33,1,1,3,10,114,5,3,9,8,8
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:19",1187,1185,2,681,648,0,33,1300,619,654,27,27,4,450,0,15,22,2,2,7,6,99,0,0,5,9,6
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 BACIU COMUNA BLEJEŞTI",102,BLEJEŞTI,152083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:00:29",771,771,0,509,481,0,28,855,345,485,24,30,1,316,0,3,13,4,0,0,4,102,3,3,3,1,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2, CERNETU",205,MÂRZĂNEŞTI,153339,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:57:14",1008,1008,0,857,724,0,133,1110,253,791,66,25,3,628,2,0,6,1,1,0,4,81,14,0,19,4,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2 CIOLĂNEŞTII DIN DEAL",138,CIOLĂNEŞTI,152528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:09:01",472,472,0,350,307,0,43,545,195,330,20,19,1,202,1,4,12,2,1,4,0,65,5,3,2,9,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2 COSMEȘTI",145,COSMEŞTI,152582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:14:06",822,822,0,709,631,0,78,905,187,669,40,30,0,566,0,8,5,0,1,0,8,51,0,0,0,0,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:30:57",884,884,0,601,566,0,35,970,369,575,22,30,1,404,0,10,11,3,0,8,12,85,0,3,1,3,4
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:21:47",714,714,0,485,443,0,42,785,300,466,19,20,1,351,1,5,15,3,1,3,2,54,1,2,0,4,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 PERII-BROŞTENI",222,OLTENI,153473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:31:00",836,836,0,634,593,0,41,920,323,544,53,25,0,278,2,7,59,4,4,2,0,142,0,4,9,5,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:11",1421,1421,0,641,617,0,24,1565,924,625,16,40,2,371,2,14,38,6,5,10,8,93,2,3,9,16,6
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:24",1004,1004,0,717,692,0,25,1105,388,667,50,31,0,545,3,7,13,6,1,7,0,48,0,0,0,3,3
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:13:49",825,822,3,628,625,0,3,905,280,546,79,23,3,425,0,2,8,3,1,2,4,64,2,5,1,1,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.4",58,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:40",1598,1594,4,568,555,0,13,1765,1197,543,25,35,3,283,4,14,35,12,0,8,8,114,3,5,9,10,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.5",13,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:59:53",903,903,0,445,411,0,34,1000,555,435,10,13,3,233,5,10,51,1,1,4,10,70,4,1,11,12,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",22,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:37:55",915,903,12,332,318,1,13,1005,673,318,14,24,0,196,2,7,14,1,3,2,7,49,1,0,3,2,7
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",23,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:30",926,926,0,340,326,0,14,1025,685,329,11,11,1,191,2,7,27,2,2,1,10,55,4,2,2,10,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",3,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:05:03",1209,1209,0,553,546,0,7,1340,787,544,9,14,3,333,7,21,24,4,2,6,7,82,1,6,16,12,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",2,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:31",1156,1156,0,523,509,0,14,1274,751,510,13,29,7,278,2,15,42,1,1,6,15,78,5,2,8,13,8
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",5,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:23",1137,1137,0,505,486,0,19,1256,751,487,18,12,4,299,1,13,35,3,0,4,19,63,2,1,10,14,7
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",4,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:33:57",1287,1284,3,533,524,0,9,1415,882,517,16,34,3,327,6,12,30,2,1,11,1,63,2,1,10,7,7
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 1 LUNCA",194,LUNCA,153151,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:52:39",809,809,0,597,579,0,18,890,293,569,28,12,1,328,1,1,20,2,1,5,4,179,2,4,2,6,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 2 PRUNDU",196,LUNCA,153151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:09:15",1248,1248,0,545,534,0,11,1375,830,512,33,11,0,378,0,0,3,0,0,4,0,114,0,2,0,0,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ PIATRA",234,PIATRA,153561,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:43",834,834,0,654,598,0,56,920,266,610,44,25,3,409,3,4,8,0,0,1,2,143,0,0,0,7,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOPII SLĂVITEŞTI",239,PLOPII-SLĂVITEŞTI,153623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:39:52",504,504,0,456,373,0,83,550,94,425,31,15,0,256,2,11,14,4,2,4,1,105,2,2,3,1,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOSCA",244,PLOSCA,153605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:14:10",744,744,0,478,464,0,14,825,323,436,42,10,0,319,0,20,6,7,0,0,9,63,2,0,0,0,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ POROSCHIA",250,POROSCHIA,151834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:03",1410,1410,0,924,920,0,4,1550,626,861,63,16,0,551,10,11,15,5,0,5,0,228,0,8,4,4,4
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PURANII DE SUS",253,PURANI,155136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:36:24",1092,1092,0,870,750,0,120,1200,331,823,43,51,4,617,6,6,7,7,0,13,0,86,4,8,5,6,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ RĂDOIEȘTI",258,RĂDOIEŞTI,153865,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:39:13",743,743,0,469,423,0,46,820,351,446,23,9,0,351,0,9,6,1,1,1,2,51,2,3,2,5,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SĂCENI",265,SĂCENI,153972,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:58:12",515,515,0,420,376,0,44,570,150,382,38,9,0,287,1,5,10,1,0,3,5,56,0,1,1,3,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SAELELE",260,SAELELE,155145,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:34:26",1129,1129,0,741,715,0,26,1250,509,728,13,16,0,641,0,0,9,0,0,0,0,54,0,7,1,0,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA NOUĂ)",238,PIETROŞANI,153589,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:53:09",1025,1025,0,772,685,0,87,1130,358,705,67,32,0,521,1,4,1,4,0,3,0,120,9,3,1,4,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA VECHE)",237,PIETROŞANI,153589,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:01",928,927,1,681,614,1,66,1015,334,629,52,20,1,461,4,4,13,3,1,8,4,78,23,3,2,3,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SLĂVEŞTI",303,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:58",696,684,12,448,406,12,30,755,307,401,47,19,0,223,0,9,37,6,0,9,4,76,0,11,5,1,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",287,"SLOBOZIA MÂNDRA",154344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:43:16",551,551,0,430,325,0,105,605,175,417,13,14,1,336,0,2,5,13,0,2,0,33,2,7,1,1,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",288,"SLOBOZIA MÂNDRA",154344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:12:51",635,635,0,472,369,0,103,700,228,451,21,12,0,359,1,2,6,15,1,0,1,41,0,7,2,2,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SMÎRDIOASA",289,SMÂRDIOASA,154380,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:01:00",1448,1446,2,967,951,0,16,1585,618,914,53,25,0,709,3,5,7,5,0,5,1,116,0,22,0,8,8
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",18,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:58",800,798,2,345,330,0,15,880,535,338,7,16,2,189,1,9,35,3,2,4,10,50,2,1,3,8,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",19,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:43:42",912,912,0,425,413,0,12,1010,585,404,21,16,2,217,3,12,36,6,0,5,16,61,5,2,6,10,7
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SUHAIA",295,SUHAIA,154460,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:36",770,770,0,633,573,0,60,850,217,599,34,36,0,468,0,11,7,0,0,5,3,49,1,7,2,5,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TĂTĂRĂŞTII DE JOS",301,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:57",1088,1086,2,674,638,0,36,1200,526,629,45,33,2,376,8,12,25,5,4,20,3,107,2,11,5,10,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",304,"TĂTĂRĂŞTII DE SUS",154665,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:09",1003,1002,1,745,653,0,92,1100,355,702,43,43,1,550,2,5,9,3,0,4,2,63,4,2,4,8,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",305,"TĂTĂRĂŞTII DE SUS",154665,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:41:49",1099,1099,0,774,678,0,96,1205,431,733,41,24,0,560,2,6,11,6,0,6,7,88,4,8,3,3,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TELEORMANU",206,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:45:29",659,659,0,501,424,0,77,725,224,464,37,31,0,345,0,3,9,0,0,0,0,49,0,10,0,2,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TRAIAN, STRADA PRINCIPALĂ NR. 188",307,TRAIAN,154736,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:03:38",736,736,0,340,322,0,18,810,470,310,30,9,0,193,0,3,7,3,0,4,1,74,3,7,2,0,4
36,TELEORMAN,"SCOALA GIMNAZIALA ”VASILE RACOTTA”",297,ŞTOROBĂNEASA,154497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:46:22",1310,1309,1,826,790,0,36,1440,614,788,38,47,0,390,0,7,10,0,0,9,2,303,4,5,3,7,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ VEDEA",323,VEDEA,154852,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:08",463,463,0,309,297,0,12,510,201,285,24,0,0,263,0,0,0,0,0,0,0,19,0,0,0,0,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",36,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:39",1050,1050,0,409,402,0,7,1155,746,380,29,12,8,194,0,7,84,0,2,5,3,55,0,1,1,8,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",35,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:20:58",1124,1124,0,480,468,0,12,1240,760,463,17,16,1,240,3,7,97,2,1,4,3,67,1,1,8,7,5
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ZIMNICELE",215,NĂSTURELU,153400,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:40",721,721,0,545,520,0,25,800,255,497,48,23,0,361,3,2,3,4,1,6,2,84,1,1,2,3,1
36,TELEORMAN,"ŞCOALA MICĂ",245,PLOSCA,153605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:59:57",1141,1141,0,764,749,0,15,1255,491,724,40,19,4,528,2,9,25,6,0,9,9,92,2,5,2,10,2
36,TELEORMAN,"ŞCOALA PRIMARĂ",334,ZÂMBREASCA,154978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:41:37",348,348,0,273,228,0,45,400,127,255,18,8,0,204,0,5,2,1,0,2,1,30,1,1,0,0,0
36,TELEORMAN,"ȘCOALA PRIMARĂ CĂTUNU",247,POENI,153696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:30:04",316,316,0,247,231,0,16,350,103,228,19,11,1,154,1,4,3,1,0,7,0,39,0,3,3,1,0
36,TELEORMAN,"ŞCOALA PRIMARĂ GĂLĂTENI",180,GĂLĂTENI,153026,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:51:41",1237,1237,0,950,859,0,91,1355,405,856,94,30,2,639,2,8,4,6,2,3,2,121,3,25,1,3,5
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:02:57",1389,1389,0,720,698,0,22,1535,815,690,30,21,3,514,0,4,19,2,0,3,0,104,1,2,6,5,6
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:04",1281,1281,0,704,674,0,30,1410,706,675,29,37,4,480,1,3,20,4,3,4,12,86,0,2,8,6,5
36,TELEORMAN,"ŞCOALA PRIMARĂ ŞOIMU",290,SMÂRDIOASA,154380,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:24",313,313,0,222,206,0,16,345,123,208,14,4,0,147,0,3,4,0,0,3,0,42,1,0,0,3,1
36,TELEORMAN,"ŞCOALA RĂSFIRAŢI",243,PLOSCA,153605,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:27",1333,1333,0,931,910,0,21,1470,551,863,56,0,0,702,0,0,18,0,0,0,0,137,0,6,0,0,0
36,TELEORMAN,"ŞCOLA GIMNAZIALĂ NR. 1 CIUPERCENI",146,COSMEŞTI,152582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:19:52",1087,1081,6,751,696,0,55,1081,56,695,56,20,1,587,1,8,0,5,0,7,1,54,0,1,3,3,4
36,TELEORMAN,"ŞCOLALA GIMNAZIALĂ CĂLMĂȚUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",130,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:47",169,169,0,127,106,0,21,185,58,119,8,5,0,93,0,0,1,0,0,0,0,16,2,2,0,0,0
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:43:06",1407,1406,1,750,718,0,32,1545,795,721,29,26,0,512,1,4,21,3,2,3,8,127,2,5,5,0,2
36,TELEORMAN,"SEDIUL ADMINISTRATIV DIN SATUL SECARA",152,CRÂNGU,152662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:11",251,251,0,209,155,0,54,276,67,205,4,14,0,162,1,4,1,0,0,1,3,10,1,6,1,1,0
36,TELEORMAN,"SEDIUL FOSTEI PRIMĂRII COMUNALE BRATCOV",292,STEJARU,154415,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:57:06",92,92,0,80,58,0,22,100,20,77,3,1,0,59,0,0,0,1,0,0,1,14,0,1,0,0,0
36,TELEORMAN,"SPAŢII BIROURI, STRADA PRINCIPALĂ NR. 116",306,TRAIAN,154736,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:35:18",601,601,0,356,322,0,34,655,299,341,15,14,0,197,1,5,15,0,0,2,2,82,5,13,1,2,2
