precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA AUR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"ȘCOALA I-IV NOUĂ",122,CÂMPINEANCA,174780,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:49:29",1604,1604,0,890,857,0,33,1763,873,855,35,2,57,126,3,5,8,24,10,5,2,13,20,464,18,24,74
41,VRANCEA,"SCOALA ION CREANGA DUPA MAGURA",346,VINTILEASCA,178475,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:13:41",64,64,0,40,33,0,7,70,30,38,2,0,5,3,0,0,1,0,1,0,0,0,0,27,0,0,1
41,VRANCEA,"SCOALA IUGANI",109,BOGHEŞTI,175260,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:37:00",101,101,0,82,62,0,20,107,25,75,7,1,3,11,0,0,21,1,0,2,0,1,0,32,0,0,3
41,VRANCEA,"ŞCOALA LEPŞA",312,TULNICI,178117,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:31",390,390,0,250,175,0,75,430,180,238,12,2,8,43,0,1,4,3,0,2,2,0,10,135,8,3,17
41,VRANCEA,"SCOALA MALURI",363,VULTURU,178821,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:32",405,405,0,202,184,0,18,447,245,190,12,1,4,49,0,0,3,0,0,0,1,1,0,122,2,1,6
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:27:35",705,705,0,357,347,0,10,773,416,326,31,1,16,55,2,1,6,8,3,7,5,4,2,117,2,4,93
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:23:25",621,621,0,342,323,0,19,681,339,317,25,1,23,51,0,1,3,3,5,0,2,1,8,150,9,7,53
41,VRANCEA,"ŞCOALA PĂDURENI",84,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:36",401,401,0,204,192,0,12,439,235,193,11,3,10,32,0,0,16,0,0,2,0,0,3,111,6,5,5
41,VRANCEA,"ȘCOALA PRIMARĂ ALEXANDRU VLAHUȚĂ DRAGOSLOVENI",154,DUMBRĂVENI,175938,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:00",897,897,0,552,526,0,26,981,429,510,42,1,43,81,0,3,1,6,6,15,3,3,2,307,6,18,15
41,VRANCEA,"ŞCOALA PRIMARĂ BALTA RAŢEI",325,VÂNĂTORI,178607,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:30",243,243,0,116,103,0,13,267,151,110,6,3,19,17,1,1,1,3,2,1,0,1,1,36,1,5,18
41,VRANCEA,"ȘCOALA PRIMARĂ BICEȘTII DE JOS",156,DUMITREŞTI,175983,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:04:46",537,537,0,334,325,0,9,592,258,285,49,0,12,28,1,1,3,2,4,0,1,0,0,228,0,3,2
41,VRANCEA,"ȘCOALA PRIMARĂ BICEȘTII DE SUS",157,DUMITREŞTI,175983,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:32:57",554,554,0,409,391,0,18,610,201,378,31,1,12,111,0,1,1,5,0,2,2,1,1,231,1,2,7
41,VRANCEA,"SCOALA PRIMARA BOSTANESTI",241,PĂUNEŞTI,177236,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:26:33",873,873,0,406,396,0,10,970,564,363,43,3,11,52,0,2,51,8,3,3,6,3,3,189,4,7,18
41,VRANCEA,"SCOALA PRIMARA BUDA",144,CORBIŢA,175787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:58",389,389,0,268,254,0,14,425,157,245,23,0,11,31,2,1,2,4,0,1,1,0,4,183,0,3,2
41,VRANCEA,"SCOALĂ PRIMARA BURCIOAIA",71,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:10:03",434,434,0,170,165,0,5,479,309,161,9,1,13,24,0,1,11,1,0,6,0,2,0,95,0,2,5
41,VRANCEA,"ȘCOALA PRIMARĂ CĂIATA",275,SIHLEA,177600,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:03:28",598,598,0,294,278,0,16,659,365,275,19,0,21,47,0,1,4,2,1,3,0,1,2,181,1,2,9
41,VRANCEA,"ŞCOALA PRIMARĂ CĂLIMĂNEŞTI",82,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:27",460,460,0,246,238,0,8,503,257,225,21,0,14,70,0,0,13,1,0,2,0,0,1,115,1,0,8
41,VRANCEA,"ȘCOALA PRIMARĂ CĂTĂUȚI",133,CHIOJDENI,175509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:15:06",236,236,0,168,145,0,23,258,90,153,15,0,2,9,0,0,2,0,0,2,0,0,0,137,0,0,1
41,VRANCEA,"ȘCOALA PRIMARĂ CERBU",201,JITIA,176551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:22",178,178,0,129,116,0,13,197,68,122,7,1,1,13,0,0,2,2,1,2,0,2,3,88,1,0,6
41,VRANCEA,"SCOALA PRIMARA CÎMPURI",124,CÂMPURI,175670,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:43",781,781,0,488,482,0,6,861,373,449,39,1,24,86,0,1,3,1,3,1,0,1,3,318,1,2,4
41,VRANCEA,"ŞCOALA PRIMARĂ CORNETU SALA A",280,"SLOBOZIA BRADULUI",177655,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:17:27",551,551,0,413,403,0,10,608,195,329,84,0,4,31,0,0,0,0,0,0,0,2,0,288,0,0,4
41,VRANCEA,"ŞCOALA PRIMARĂ CORNETU SALA B",281,"SLOBOZIA BRADULUI",177655,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:44",602,602,0,426,420,0,6,663,237,337,89,0,5,34,0,0,2,1,2,0,0,7,0,284,0,0,2
41,VRANCEA,"ȘCOALA PRIMARĂ COSTIȘA",297,TĂNĂSOAIA,177879,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:21:56",176,176,0,145,111,0,34,193,48,132,13,2,1,22,0,0,1,0,1,0,0,5,0,31,2,3,64
41,VRANCEA,"SCOALA PRIMARA COTESTI",148,COTEŞTI,175885,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:32",457,457,0,262,249,0,13,498,236,247,15,1,12,36,0,1,3,2,0,5,0,2,2,86,1,0,96
41,VRANCEA,"ȘCOALA PRIMARĂ DEALU LUNG",186,"GURA CALIŢEI",176338,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:46",304,304,0,201,190,0,11,334,133,171,30,1,2,16,0,0,0,1,1,0,1,1,0,144,0,1,3
41,VRANCEA,"SCOALA PRIMARA DIOCHETI-REDIU",219,MOVILIŢA,176793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:13:45",552,552,0,306,291,0,15,609,303,260,46,3,27,39,2,4,3,4,3,4,3,6,0,100,3,4,55
41,VRANCEA,"ȘCOALA PRIMARĂ DUMITREȘTII DE SUS",158,DUMITREŞTI,175983,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:03:47",213,213,0,158,152,0,6,232,74,144,14,0,6,23,1,0,1,3,0,3,1,1,6,94,0,1,4
41,VRANCEA,"ȘCOALA PRIMARĂ DUMITREȘTII - FAȚĂ",159,DUMITREŞTI,175983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:28:14",156,156,0,124,115,0,9,172,48,115,9,0,7,20,0,0,0,1,1,0,1,2,0,80,0,2,1
41,VRANCEA,"SCOALA PRIMARA FETESTI",126,CÂMPURI,175670,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:17",730,730,0,355,336,0,19,804,449,317,38,1,25,44,0,0,2,1,2,7,1,2,1,228,1,0,2
41,VRANCEA,"SCOALA PRIMARA FRECATEI",220,MOVILIŢA,176793,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:04",402,402,0,178,170,0,8,443,265,147,31,1,7,27,2,1,0,0,1,0,0,1,1,71,6,5,24
41,VRANCEA,"ȘCOALA PRIMARĂ GĂLOIEȘTI",160,DUMITREŞTI,175983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:20:48",454,454,0,324,312,0,12,496,172,293,31,3,13,31,3,2,0,5,4,2,2,1,0,222,0,4,1
41,VRANCEA,"ŞCOALA PRIMARĂ HARET",83,"ORAŞ MĂRĂŞEŞTI",174922,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:46:26",532,532,0,305,292,0,13,584,279,288,17,2,8,80,1,0,41,1,0,0,0,1,1,115,6,3,29
41,VRANCEA,"ŞCOALA PRIMARĂ IVĂNCEŞTI",114,BOLOTEŞTI,175368,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:49",367,367,0,215,189,0,26,401,186,197,18,0,3,17,0,0,2,3,0,2,0,0,0,149,2,6,13
41,VRANCEA,"ȘCOALA PRIMARĂ LUNCILE",134,CHIOJDENI,175509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:19:55",754,754,0,497,488,0,9,834,337,416,81,0,27,41,0,1,3,3,6,2,2,0,2,325,0,3,1
41,VRANCEA,"ȘCOALA PRIMARĂ MĂNASTIOARA",170,FITIONEŞTI,176150,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:18",472,472,0,260,256,0,4,519,259,242,18,0,20,48,3,3,3,0,5,7,2,2,3,115,4,0,27
41,VRANCEA,"ȘCOALA PRIMARĂ MOTNĂU",162,DUMITREŞTI,175983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:39:17",235,235,0,191,170,0,21,259,68,176,15,0,7,31,0,0,1,4,1,3,2,1,1,116,1,0,8
41,VRANCEA,"ȘCOALA PRIMARĂ ”NICOLAE V. BĂLAN” LACU LUI BABAN",187,"GURA CALIŢEI",176338,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:39",340,340,0,200,189,0,11,373,173,157,43,5,21,17,1,0,3,2,1,1,1,2,1,85,0,1,16
41,VRANCEA,"SCOALA PRIMARA NOVACESTI",240,PĂUNEŞTI,177236,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:29:47",1465,1465,0,688,682,0,6,1612,924,618,70,1,44,104,3,1,92,8,3,12,3,7,1,287,15,21,16
41,VRANCEA,"ȘCOALA PRIMARĂ NR.1 RĂCHITAȘU",102,"ANDREIAŞU DE JOS",175126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:22:47",513,513,0,299,276,0,23,567,268,273,26,2,4,27,0,0,3,1,0,1,0,1,0,222,1,3,8
41,VRANCEA,"SCOALA PRIMARA NR 2 MARGINEA",196,JARIŞTEA,176506,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:16:55",740,740,0,419,408,0,11,813,394,388,31,2,14,46,1,0,2,9,21,6,1,2,5,249,2,5,23
41,VRANCEA,"SCOALA PRIMARA PADURENI",197,JARIŞTEA,176506,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:00:39",381,381,0,221,200,0,21,421,200,210,11,0,11,20,0,0,1,2,3,1,0,1,1,164,0,1,5
41,VRANCEA,"ȘCOALA PRIMARĂ PĂVĂLARI",288,SPULBER,178965,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:31:11",96,96,0,70,64,0,6,105,35,68,2,0,2,7,0,0,0,0,1,0,0,1,2,51,0,3,1
41,VRANCEA,"ȘCOALA PRIMARĂ PLOPU",188,"GURA CALIŢEI",176338,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:46",265,265,0,164,157,0,7,291,127,146,18,0,5,13,0,0,1,1,1,2,0,0,0,120,0,0,3
41,VRANCEA,"ŞCOALA PRIMARĂ POIANA - SALA GRĂDINIȚEI",356,VRÂNCIOAIA,178750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:28:32",540,540,0,480,343,0,137,595,115,434,46,1,26,69,0,0,4,6,0,3,1,5,8,290,2,2,17
41,VRANCEA,"ȘCOALA PRIMARĂ POIENIȚA",163,DUMITREŞTI,175983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:12:28",170,170,0,150,132,0,18,186,36,148,2,0,1,10,0,0,0,0,1,1,0,0,0,134,0,0,1
41,VRANCEA,"ȘCOALA PRIMARĂ RĂIUȚI",265,REGHIU,177469,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:13:43",238,238,0,156,147,0,9,260,104,141,15,0,1,23,0,1,1,1,0,0,0,0,4,100,0,3,7
41,VRANCEA,"SCOALA PRIMARA RIMNICEANCA",334,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:36",252,252,0,149,143,0,6,278,129,142,7,0,16,18,0,2,1,1,1,3,0,1,2,93,1,0,3
41,VRANCEA,"SCOALA PRIMARA SAT ARGEA",246,PLOSCUŢENI,178894,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:29:51",381,381,0,223,211,0,12,417,194,203,20,1,26,20,0,0,0,1,0,4,0,2,0,144,0,0,5
41,VRANCEA,"SCOALA PRIMARA SCINTEIA",198,JARIŞTEA,176506,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:24:16",172,172,0,116,101,0,15,186,70,112,4,1,3,5,0,0,0,0,4,2,1,0,3,91,0,1,1
41,VRANCEA,"ŞCOALA PRIMARĂ ”SIRETU”",76,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 20:25:42",1904,1904,0,725,715,0,10,2099,1374,573,152,2,8,278,0,1,69,1,2,3,0,1,4,198,2,0,4
41,VRANCEA,"SCOALĂ PRIMARA SISCANI",73,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:39",704,704,0,336,328,0,8,764,428,314,22,1,18,35,0,1,19,5,2,5,3,1,5,209,2,2,6
41,VRANCEA,"SCOALA PRIMARA SURLEA",239,PĂUNEŞTI,177236,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:23:48",1060,1060,0,470,460,0,10,1174,704,409,61,1,26,71,0,1,47,8,0,4,3,6,5,206,9,3,19
41,VRANCEA,"SCOALA PRIMARA TERCHESTI",254,POPEŞTI,178901,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:46:44",447,447,0,255,242,0,13,494,239,240,15,1,8,40,0,1,0,5,2,1,3,1,0,171,1,1,5
41,VRANCEA,"ȘCOALA PRIMARĂ TINOASA",164,DUMITREŞTI,175983,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:48:38",109,109,0,104,83,0,21,119,15,102,2,0,8,3,0,0,1,1,0,1,0,3,1,80,0,1,3
41,VRANCEA,"ȘCOALA PRIMARĂ TRESTIA",165,DUMITREŞTI,175983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:26:13",115,115,0,90,79,0,11,123,33,89,1,0,10,24,0,0,0,5,0,3,0,0,2,41,0,0,4
41,VRANCEA,"SCOALA PRIMARA TROTUSANU",221,MOVILIŢA,176793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:43:45",369,369,0,227,214,0,13,404,177,215,12,4,15,36,3,1,2,4,2,2,0,18,0,124,1,3,0
41,VRANCEA,"ȘCOALA PRIMARĂ TULBUREA",135,CHIOJDENI,175509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:12",250,250,0,183,173,0,10,271,88,173,10,0,5,20,1,0,0,1,0,2,0,0,2,140,0,1,1
41,VRANCEA,"ŞCOALA PRIMARĂ URECHEŞTI",319,URECHEŞTI,178279,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:05",462,462,0,258,251,0,7,505,247,243,15,3,8,31,1,0,1,16,2,2,1,2,4,158,4,6,4
41,VRANCEA,"SCOALA PRIMARA VARSATURA",199,JARIŞTEA,176506,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:14:32",478,478,0,227,205,0,22,524,297,221,6,3,13,28,2,0,1,3,9,2,4,0,0,147,1,1,7
41,VRANCEA,"ȘCOALA PRIMARĂ VLADNICU DE SUS",299,TĂNĂSOAIA,177879,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:11:20",191,191,0,137,100,0,37,208,71,135,2,1,4,50,0,0,1,1,1,2,0,1,1,56,1,1,15
41,VRANCEA,"SCOALA RADACINESTI",146,CORBIŢA,175787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:33:20",342,342,0,243,225,0,18,372,129,212,31,0,22,29,1,0,5,6,0,2,0,3,0,130,3,3,8
41,VRANCEA,"SCOALA SALCIA VECHE",141,CIORĂŞTI,175590,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:54",230,230,0,145,133,0,12,252,107,135,10,0,7,9,2,1,1,2,0,1,2,0,2,103,0,1,4
41,VRANCEA,"SCOALA SATU NOU",142,CIORĂŞTI,175590,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:30:40",182,182,0,107,96,0,11,200,93,97,10,0,4,14,0,0,3,0,2,1,1,0,0,71,0,1,0
41,VRANCEA,"SCOALA SLIMNIC",307,TÂMBOEŞTI,178046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:40:01",999,999,0,642,598,0,44,1108,466,586,56,0,19,70,0,1,7,6,5,0,1,7,2,444,7,4,13
41,VRANCEA,"SCOALA TRESTIENI",308,TÂMBOEŞTI,178046,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:24",132,132,0,113,75,0,38,145,32,106,7,1,4,5,0,1,4,1,0,1,0,0,0,87,0,2,0
41,VRANCEA,"SCOALA VADU ROSCA",364,VULTURU,178821,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:23",523,523,0,200,183,0,17,575,375,189,11,3,6,32,0,0,0,2,3,1,1,1,3,108,1,0,28
41,VRANCEA,"SCOALA VALEA COTESTI",151,COTEŞTI,175885,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:34:38",620,620,0,388,371,0,17,658,270,363,25,3,13,68,1,3,1,4,2,3,2,5,6,146,1,4,101
41,VRANCEA,"ȘCOALA VECHE SAT COSTIȘA",193,HOMOCEA,176445,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:31",292,292,0,154,143,0,11,323,169,144,10,2,12,8,0,0,5,3,2,1,0,0,0,104,0,1,6
41,VRANCEA,"SOALA DIN PIISCU-RADULUI",351,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:31:22",330,330,0,187,172,0,15,364,177,173,14,0,5,22,0,0,1,2,0,3,0,1,1,135,0,0,3
41,VRANCEA,"ȘOALA GIMNAZIALĂ PETRE MIRONESCU -MERA",211,MERA,176686,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:43:57",523,523,0,343,317,0,26,774,431,332,11,1,9,29,0,0,2,2,0,0,0,2,2,275,2,2,6
41,VRANCEA,"SPAȚII BIROURI JANDARMI",94,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:50:54",946,946,0,433,413,0,20,1037,604,412,21,2,32,70,2,1,3,5,4,3,0,1,7,183,8,19,72
41,VRANCEA,"STAȚIE DE AȘTEPTARE MICROBUZ",348,VINTILEASCA,178475,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:05",55,55,0,41,30,0,11,60,19,37,4,0,0,5,0,0,0,0,1,0,0,0,0,30,0,0,1
41,VRANCEA,"TEATRUL MUNICIPAL „MAIOR GHEORGHE PASTIA” FOCŞANI",2,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:22:02",1501,1501,0,717,691,0,26,1656,939,694,23,3,27,102,7,5,12,12,10,3,3,4,44,319,14,23,106
