precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",240,PLOPII-SLĂVITEŞTI,153623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:42:02",778,693,0,55,30,592,507,0,55,30,539,53,790,198,155,110,173,89,12
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",56,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:25",531,526,0,1,4,531,526,0,1,4,497,34,1320,789,64,263,99,30,41
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",111,BOTOROAGA,152172,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:16",1217,1014,0,153,50,935,732,0,153,50,907,24,1120,189,192,636,70,0,9
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",57,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:44",1027,1023,0,4,0,412,408,0,4,0,394,18,1130,718,55,219,63,27,30
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:49:35",1294,1264,1,20,9,807,778,0,20,9,775,32,1400,593,293,308,95,38,41
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SILIȘTEA MICĂ (FOST LOCAL AL ȘCOLII CU CLASELE I-IV SILIȘTEA MICĂ)",284,SILIŞTEA,154228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:29",259,250,0,4,5,179,170,0,4,5,163,5,270,102,39,88,18,12,6
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 VALEA PĂRULUI",207,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:13",679,601,0,46,32,585,507,0,46,32,480,26,650,143,208,213,33,4,22
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:58:29",901,892,0,8,1,522,513,0,8,1,495,27,971,449,200,184,61,25,25
36,TELEORMAN,"GRĂDINITA CU PROGRAM NORMAL NR.5",48,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:10",1332,1325,1,4,2,492,486,0,4,2,471,21,1460,968,24,223,66,145,13
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",49,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:11",1030,1018,0,7,5,459,447,0,7,5,436,23,1120,661,32,205,71,122,6
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:42",651,639,0,10,2,467,455,0,10,2,434,33,702,235,111,182,79,19,43
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",55,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:51",964,957,0,4,3,372,365,0,4,3,356,16,1050,678,28,157,44,117,10
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:55",464,458,0,5,1,338,332,0,5,1,316,21,500,163,129,101,49,13,24
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:43",275,258,0,14,3,176,159,0,14,3,159,17,280,104,44,47,33,29,6
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NUMĂRUL 1 LUNCA",195,LUNCA,153151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:57",574,540,0,11,23,398,364,0,11,23,389,9,590,192,11,235,131,6,6
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",233,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:04",998,998,0,0,0,574,574,0,0,0,551,23,1100,526,188,290,42,19,12
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",232,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:52",1308,1302,0,5,1,785,779,0,5,1,723,62,1430,645,217,405,59,10,32
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL PIATRA",235,PIATRA,153561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:19",702,639,0,56,7,546,483,0,56,7,518,18,750,214,138,264,85,9,22
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL SUHAIA",296,SUHAIA,154460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:30",943,853,1,58,31,712,622,1,58,31,687,25,940,228,475,155,31,13,13
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL VOIEVODA",179,FURCULEŞTI,152948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:34",506,466,0,27,13,318,292,0,13,13,302,9,510,199,99,174,18,4,7
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",62,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:58",836,829,0,5,2,255,248,0,5,2,243,12,910,655,33,168,22,10,10
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",39,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:12",987,981,0,3,3,987,981,0,3,3,381,15,1080,673,36,170,50,110,15
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",63,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:25",1170,1162,2,6,0,327,321,0,6,0,304,23,1280,953,46,190,40,15,13
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",31,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:23",1179,1169,1,9,0,421,412,0,9,0,398,23,1340,919,72,217,64,28,17
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",32,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:09:27",1390,1375,2,13,0,504,491,0,13,0,478,25,1519,1016,81,264,80,19,34
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",70,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:57",973,961,1,11,0,385,374,0,11,0,365,20,1050,665,68,221,34,27,15
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:35",1215,1187,2,11,15,573,547,0,11,15,550,22,1310,738,119,299,75,34,23
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:37",1090,1064,0,6,20,522,496,0,6,20,507,15,1170,648,83,331,54,27,12
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",59,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:10",1629,1623,0,5,1,620,614,0,5,1,597,23,1800,1022,83,363,74,42,35
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",14,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:55",973,965,0,7,1,465,457,0,7,1,445,20,1120,655,109,253,33,38,12
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",15,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:49",994,985,0,8,1,449,440,0,8,1,431,18,1080,631,107,219,50,43,12
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",34,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:25",1201,1190,0,11,0,241,230,0,11,0,213,28,1310,1069,37,140,22,4,10
36,TELEORMAN,"GRĂDINIŢA DE COPII",271,SCRIOAŞTEA,154013,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:42",594,567,0,10,17,391,364,0,10,17,385,6,620,229,13,340,15,5,12
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR. 1 BECIU",96,BECIU,155083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:02",737,691,1,26,19,560,514,1,26,19,538,22,770,209,106,388,15,13,16
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR.1 CĂLMĂȚUIU DE SUS",132,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:12",630,590,0,11,29,448,409,0,10,29,429,19,650,202,195,197,22,10,5
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.1 SEGARCEA-VALE",278,SEGARCEA-VALE,154184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:18",746,726,0,9,11,481,461,0,9,11,454,27,800,319,175,242,21,5,11
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 SMÂRDAN",97,BECIU,155083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:55",450,427,0,16,7,347,324,0,16,7,327,20,480,133,58,245,14,3,7
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 ULMENI",105,BOGDANA,152127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:36",519,486,0,9,24,405,372,0,9,24,388,17,540,135,196,138,36,7,11
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR. 3 IONAȘCU",134,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:19",290,264,0,8,18,221,195,0,8,18,197,24,290,69,116,64,5,4,8
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.3 OLTEANCA",279,SEGARCEA-VALE,154184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:04",680,655,0,25,0,471,446,0,25,0,439,32,720,249,256,126,38,7,12
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL SERICU COMUNA BLEJEŞTI",103,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:46",318,305,0,11,2,216,203,0,11,2,213,3,340,124,10,163,28,3,9
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",188,IZVOARELE,153106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:33",1062,1029,0,5,28,664,631,0,5,28,645,19,1130,466,79,453,67,19,27
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",189,IZVOARELE,153106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:29",866,845,0,7,14,525,504,0,7,14,510,15,930,405,111,340,41,6,12
36,TELEORMAN,"GRĂDINIŢA NEGRENII DE SUS",302,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:44",612,597,0,15,0,347,332,0,15,0,293,39,660,328,38,193,15,30,17
36,TELEORMAN,"GRĂDINIŢA PLEAŞOV",261,SAELELE,155145,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:35",645,606,0,9,30,400,361,0,9,30,392,8,670,270,20,334,24,8,6
36,TELEORMAN,"GRĂDINIŢA VÂNĂTORI",191,LISA,153124,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:18",521,476,1,8,36,358,313,1,8,36,349,9,520,162,258,75,8,6,2
36,TELEORMAN,"GRᾸDINIṬA CU PROGRAM NORMAL NR.2",310,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:21:41",832,701,0,74,57,580,452,0,74,54,550,30,770,190,259,116,143,21,11
36,TELEORMAN,"GRᾸDINIṬA TRIVALEA-SAT (FOSTA)",308,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:37",807,706,0,55,46,584,483,0,55,46,532,52,770,186,105,265,153,0,9
36,TELEORMAN,"LICEUL PEDAGOGIC ”MIRCEA SCARLAT”",12,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:34",1169,1142,1,18,8,556,529,1,18,8,537,19,1250,694,153,278,45,40,21
36,TELEORMAN,"LICEUL TEHNOLOGIC DRĂGĂNEŞTI VLAŞCA",167,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:35",1759,1563,0,104,92,997,806,0,104,87,997,0,1760,763,2,954,31,6,4
36,TELEORMAN,"LICEUL TEHNOLOGIC ”EMIL RACOVIŢĂ”",50,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:51",1262,1235,2,7,18,492,467,0,7,18,473,19,1360,868,61,208,56,141,7
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",60,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:19",1254,1252,0,2,0,492,490,0,2,0,479,13,1420,928,74,275,62,34,34
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",61,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:30",929,925,0,4,0,333,329,0,4,0,314,19,1070,737,44,178,52,25,15
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",6,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:19",1383,1369,2,10,2,679,667,0,10,2,651,28,1510,831,125,392,63,38,33
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",7,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:00",1035,1022,0,13,0,455,442,0,13,0,448,7,1130,675,131,211,47,47,12
36,TELEORMAN,"LICEUL TEHNOLOGIC ”SF. HARALAMBIE”",68,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:46",1499,1489,0,8,2,621,611,0,8,2,584,21,1640,1035,137,307,53,55,32
36,TELEORMAN,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU”",54,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:26",1096,1085,2,7,2,433,424,0,7,2,407,24,1200,769,27,187,66,117,10
36,TELEORMAN,"LICEUL TEORETIC",75,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:26",1379,1356,4,18,1,824,805,0,18,1,796,13,1490,658,269,330,93,42,62
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",10,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:34",1243,1239,0,4,0,538,534,0,4,0,514,24,1370,832,121,257,57,59,20
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",11,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:34",966,954,3,7,2,459,450,0,7,2,439,12,1050,599,121,215,36,53,14
36,TELEORMAN,"LICEUL TEORETIC ”MARIN PREDA”",69,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:49",1096,1082,1,3,10,448,434,1,3,10,419,29,1220,772,63,256,48,32,20
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL BĂNEASA",263,SALCIA,153936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:15",714,624,0,52,38,482,392,0,52,38,472,10,690,208,37,332,82,14,7
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL TUDOR VLADIMIRESCU",264,SALCIA,153936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:41",547,502,0,13,32,366,321,0,13,32,358,8,590,224,23,263,61,7,4
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SALCIA",262,SALCIA,153936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:41",723,688,0,10,25,386,351,0,10,25,364,22,760,374,69,192,69,20,14
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SFINŢEŞTI",281,SFINŢEŞTI,154166,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:10",921,814,0,54,53,668,561,0,54,53,666,2,890,222,168,435,15,42,6
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL UDA CLOCOCIOV",318,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:59",631,538,0,47,46,424,331,0,47,46,406,18,595,171,89,271,32,5,9
36,TELEORMAN,"LOCALUL GRĂDINIŢEI CLĂNIŢA",173,FRĂSINET,155127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:24",514,489,0,12,13,385,360,0,12,13,373,12,550,165,84,234,37,8,10
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV ALBENI",274,"SCURTU MARE",154068,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:22",151,124,0,7,20,97,70,0,7,20,90,7,130,33,27,38,21,4,0
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV DRACESTI",275,"SCURTU MARE",154068,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:37",305,244,0,42,19,242,181,0,42,19,228,14,280,37,83,92,47,5,1
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV NECŞEŞTI",216,NECŞEŞTI,153437,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:37",415,381,0,19,15,268,234,0,19,15,263,5,440,172,5,236,14,4,4
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII GÂRDEŞTI",217,NECŞEŞTI,153437,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:16",351,327,0,7,17,215,191,0,7,17,207,8,377,162,4,179,11,0,13
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII SEGARCEA DEAL",280,SEGARCEA-VALE,154184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:20:17",880,827,1,7,45,556,507,1,7,41,519,21,910,370,245,240,22,5,7
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I – VIII UDA PACIUREA",319,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:35",604,531,0,32,41,377,304,0,32,41,354,23,585,208,75,232,32,6,9
36,TELEORMAN,"LOCALUL ŞCOLII GENERALE CU CLASELE I – VIII SCURTU MARE",273,"SCURTU MARE",154068,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:37",906,755,1,82,68,754,604,0,82,68,692,38,830,100,44,318,297,20,13
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE FRĂSINET",172,FRĂSINET,155127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:08",1384,1333,1,15,35,1017,966,1,15,35,971,46,1510,493,243,604,69,14,41
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE SÂRBENII DE JOS",267,SÂRBENI,154308,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:29",251,186,0,61,4,198,133,0,61,4,188,4,240,4,11,137,11,20,9
36,TELEORMAN,"MUZEUL DE ISTORIE",43,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:27",989,980,0,7,2,415,406,0,7,2,404,11,1080,665,38,199,35,118,14
36,TELEORMAN,"PRIMĂRIA LISA",190,LISA,153124,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:11",1279,1184,0,14,81,771,676,0,14,81,758,13,1300,529,624,111,16,3,4
36,TELEORMAN,"PRIMĂRIA VECHE",112,BRAGADIRU,152234,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:23",1022,956,0,4,62,603,537,0,4,62,583,16,1050,447,12,454,91,14,12
36,TELEORMAN,"PROPRIETATE PRIVATĂ (PERSOANĂ FIZICĂ)",213,NANOV,151816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:31",1398,1346,0,43,9,953,901,0,43,9,924,29,1480,527,463,381,47,17,16
36,TELEORMAN,"SALA DE PROTOCOL PRIMĂRIA COMUNEI PIATRA",236,PIATRA,153561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:10",821,767,1,36,17,543,490,0,36,17,504,24,840,312,85,324,67,9,19
36,TELEORMAN,"SALA POLIVALENTĂ",16,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:12",1364,1349,4,9,2,582,571,0,9,2,562,20,1530,925,140,316,52,31,23
36,TELEORMAN,"SALA POLIVALENTĂ",17,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:38:19",1118,1096,4,15,3,507,489,0,15,3,489,18,1210,703,99,283,56,36,15
36,TELEORMAN,"ȘCOALA AJUTĂTOARE ALEXANDRIA",1,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:58:53",1459,1442,4,8,5,675,662,0,8,5,653,22,1600,925,178,319,72,63,21
36,TELEORMAN,"ŞCOALA BALDOVINEŞTI",139,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:37",360,342,0,7,11,242,224,0,7,11,222,2,370,146,87,107,20,3,5
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV",315,ŢIGĂNEŞTI,154834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:30",794,776,0,1,17,794,776,0,1,17,775,13,1485,697,30,704,26,9,6
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV ALBEȘTI",324,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:20",483,465,0,0,18,327,309,0,0,18,308,19,535,208,10,283,6,5,4
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV COMOARA",169,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:28",286,232,0,34,20,242,188,0,34,20,240,2,310,68,1,236,3,0,0
36,TELEORMAN,"ȘCOALA CU CLASELE I -IV COȘOTENI",325,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:49",420,410,0,3,7,251,241,0,3,7,241,1,465,222,10,197,23,5,6
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV DRĂCŞENEI",162,DRĂCŞENEI,152797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:50",527,478,0,9,40,371,322,0,9,40,357,14,570,199,46,285,14,11,1
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV ”MĂGURA”",286,SILIŞTEA-GUMEŞTI,154282,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:52",737,690,0,14,33,493,446,0,14,33,474,17,800,309,108,161,165,36,4
36,TELEORMAN,"ŞCOALA CU CLASELE I – IV MERI",327,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:50",372,367,0,0,5,250,245,0,0,5,241,9,405,155,9,212,7,5,8
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV ODOBEASCA",164,DRĂCŞENEI,152797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:39",414,389,0,3,22,288,263,0,3,22,267,21,450,162,80,150,18,13,6
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV PRUNARU",118,BUJORENI,152270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:13",342,321,1,16,4,150,130,0,16,4,147,3,350,200,23,101,13,6,4
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV TUNARI",110,BOTOROAGA,152172,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:46",157,135,0,17,5,135,113,0,17,5,123,0,150,27,61,49,8,1,4
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV VĂCENI",170,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:15:11",182,164,0,9,9,110,92,0,9,9,106,4,190,80,5,89,10,1,1
36,TELEORMAN,"SCOALA CU CLASELE I-VIII ” BADEA NEGREANU ”",298,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:49",1031,969,0,25,37,712,687,0,25,0,686,26,1113,401,16,310,326,18,16
