precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PACT PENTRU GALAȚI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL CONSERVATOR DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","RUSU DĂNUŢ-voturi"
18,GALAŢI,"ŞCOALA GIMNAZIALĂ IORGU IORDAN",194,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 22:08:18",1072,1070,0,2,0,451,449,0,2,0,446,5,1180,729,4,99,261,36,9,0,2,2,10,2,1,14,6
18,GALAŢI,"ŞCOALA GIMNAZIALĂ IORGU IORDAN",193,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 21:53:24",779,772,2,5,0,350,345,0,5,0,336,14,850,500,2,90,181,18,4,2,3,1,12,2,0,18,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",87,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:25",1310,1303,1,6,0,511,505,0,6,0,488,23,1600,1089,4,44,287,30,2,19,4,1,18,31,2,36,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",86,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:08:22",1401,1393,2,6,0,511,505,0,6,0,497,14,1598,1087,6,51,267,33,2,38,0,4,15,25,4,36,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",88,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:47",1337,1332,0,5,0,523,518,0,5,0,513,10,1600,1077,3,52,298,28,2,33,2,7,23,17,4,36,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",90,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:32",1530,1522,0,8,0,558,550,0,8,0,541,17,1600,1042,2,42,298,44,2,44,0,1,18,38,2,40,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",91,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:23",1243,1237,0,6,0,473,467,0,6,0,454,19,1200,727,8,30,275,25,2,32,3,2,9,27,3,32,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",89,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:29",1420,1412,0,7,1,582,574,0,7,1,563,19,1600,1018,9,52,311,43,1,38,2,2,9,45,4,41,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”LUDOVIC COSMA” (ȘCOALA GENERALĂ NR. 19)",38,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:54:42",1195,1168,0,5,22,442,415,0,5,22,416,26,1600,1158,6,32,201,46,1,36,2,1,18,19,7,33,14
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”LUDOVIC COSMA” (ȘCOALA GENERALĂ NR. 19)",39,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:46:42",1489,1474,7,6,2,591,583,0,6,2,575,16,1600,1009,15,38,304,59,4,38,1,1,23,16,5,57,14
18,GALAŢI,"SCOALA GIMNAZIALA MARIA GRECU ODAIA MANOLACHE",434,VÂNĂTORI,75150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:46",1714,1708,1,4,1,876,871,0,4,1,853,23,1829,953,3,52,662,30,3,20,2,0,16,5,2,53,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",108,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 19:36:34",1308,1302,0,6,0,535,529,0,6,0,521,14,1600,1065,4,38,269,40,3,70,3,5,14,8,17,43,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",104,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-17 22:00:37",1484,1479,1,4,0,545,541,0,4,0,525,20,1600,1055,1,54,273,44,2,35,2,3,17,15,12,53,14
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",105,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 18:05:55",1319,1311,2,6,0,525,519,0,6,0,516,9,1600,1075,2,46,299,42,3,29,2,2,19,12,5,37,18
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",109,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:49",1294,1287,1,6,0,501,495,0,6,0,475,26,1600,1099,3,34,260,43,1,38,1,3,10,17,6,49,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",107,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:39",1296,1289,0,7,0,499,492,0,7,0,485,14,1611,1112,1,50,261,41,6,36,4,6,9,22,5,34,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",106,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 18:59:17",1060,1056,1,3,0,414,411,0,3,0,400,14,1200,786,4,29,241,29,0,24,3,3,11,8,4,32,12
18,GALAŢI,"SCOALA GIMNAZIALĂ ”MIHAIL ŞI GAVRIL” M.KOGĂLNICEANU",400,SMÂRDAN,77224,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:15",965,960,0,3,2,479,474,0,3,2,466,13,1044,565,4,106,286,34,0,2,0,1,11,3,0,17,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” (ȘCOALA GENERALĂ ”MIHAI VITEAZUL” - ȘCOALA GENERALĂ NR. 34)",149,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:01:06",1430,1422,0,8,0,478,470,0,8,0,452,26,1600,1122,1,33,269,36,6,15,2,1,15,29,4,33,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” (ȘCOALA GENERALĂ ”MIHAI VITEAZUL” - ȘCOALA GENERALĂ NR. 34)",150,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:57",1379,1371,0,8,0,509,501,0,8,0,490,19,1600,1091,3,29,276,52,3,27,6,2,25,16,4,27,20
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",166,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:05",1421,1417,0,4,0,491,487,0,4,0,472,19,1600,1109,6,38,275,36,2,40,3,5,11,11,3,32,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",167,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-18 15:00:32",1474,1466,1,7,0,509,502,0,7,0,479,18,1600,1091,2,33,287,26,1,37,3,4,9,19,3,42,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",171,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-18 13:57:38",1314,1303,2,8,1,477,468,0,8,1,465,12,1600,1123,4,38,277,43,1,32,2,1,6,14,4,27,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",169,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-18 14:14:01",1382,1378,1,3,0,524,521,0,3,0,515,9,1600,1068,0,38,283,47,6,44,3,3,15,19,0,43,14
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",173,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 20:10:52",1361,1355,1,5,0,540,535,0,5,0,532,8,1600,1060,3,45,314,32,0,57,1,1,8,11,3,51,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",168,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:35:24",1463,1458,0,5,0,479,474,0,5,0,461,13,1600,1121,10,35,247,37,3,29,2,1,27,20,3,35,12
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",170,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:13",1441,1435,0,6,0,556,550,0,6,0,542,14,1600,1044,4,39,285,47,3,50,2,1,12,16,9,61,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",174,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:29:21",1271,1261,1,9,0,469,460,0,9,0,456,13,1200,730,3,41,238,31,2,40,3,4,12,11,3,55,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",172,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-18 13:42:25",1340,1333,0,7,0,525,518,0,7,0,508,17,1600,1075,1,60,282,27,5,39,1,1,13,15,3,50,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",165,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 18:58:13",1435,1433,0,2,0,565,563,0,2,0,547,18,1600,1035,5,44,286,51,5,42,2,2,11,20,4,61,14
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”NEGOIŢĂ DĂNĂILĂ”",329,IVEŞTI,76601,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:21:16",1893,1865,1,7,20,809,782,0,7,20,782,27,2000,1191,7,43,606,67,0,2,1,2,22,1,1,26,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NICOLAE BĂLCESCU",199,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 22:56:57",1084,1077,0,6,1,519,512,0,6,1,472,33,1190,671,10,191,198,32,3,2,2,4,17,2,0,10,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NICOLAE BĂLCESCU",200,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 23:02:25",1033,1026,1,6,0,479,473,0,6,0,464,15,1130,651,5,126,239,35,7,2,2,0,19,4,1,19,5
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",405,ŞENDRENI,75114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:27:15",1600,1584,3,4,9,806,793,0,4,9,790,16,1700,894,6,99,464,42,2,12,1,1,18,34,1,103,7
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",406,ŞENDRENI,75114,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:15",1806,1791,1,6,8,974,960,0,6,8,942,32,1900,926,3,162,507,66,3,12,3,3,23,27,1,130,2
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",322,INDEPENDENŢA,76585,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:21",1325,1309,0,4,12,745,729,0,4,12,720,25,1458,713,17,84,439,44,1,4,1,4,45,7,1,70,3
18,GALAŢI,"SCOALA GIMNAZIALA NR.1",290,DRĂGUŞENI,76175,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 20:08:37",557,552,0,5,0,247,242,0,5,0,219,25,611,364,0,33,139,38,0,0,0,1,4,4,0,0,0
18,GALAŢI,"SCOALA GIMNAZIALĂ NR. 1",382,PRIPONEŞTI,77028,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:24",748,729,0,11,8,400,381,0,11,8,382,18,798,398,0,139,185,36,0,0,5,0,7,0,2,7,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",289,DRĂGUŞENI,76175,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 14:29:07",1466,1454,1,8,3,711,700,0,8,3,658,53,1602,891,28,161,371,62,6,0,1,1,14,9,0,4,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",334,LIEŞTI,76674,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:28",1707,1701,2,4,0,734,730,0,4,0,694,40,1870,1136,7,283,290,59,0,1,0,3,18,8,5,12,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1",274,COSMEŞTI,76040,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:54:49",1257,1241,0,9,7,563,547,0,9,7,534,29,1400,837,3,121,271,58,7,0,1,1,16,4,0,47,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1",383,PRIPONEŞTI,77028,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:19:28",848,783,0,48,17,546,481,0,48,17,481,24,864,359,4,24,266,158,0,1,0,4,7,12,0,5,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",114,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:47",1599,1592,0,7,0,619,612,0,7,0,598,21,1600,981,4,55,318,50,3,53,3,4,25,23,3,44,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",113,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:58",1361,1354,0,7,0,524,517,0,7,0,508,16,1600,1076,5,52,287,39,2,39,4,2,6,22,3,37,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",111,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:30",1478,1469,1,8,0,573,565,0,8,0,550,23,1600,1027,5,42,294,34,3,51,2,4,23,32,4,50,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",112,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-18 18:28:56",1593,1581,3,9,0,608,598,1,9,0,586,19,1600,992,5,58,359,49,5,23,0,1,20,7,4,34,21
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",110,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:57",1491,1483,2,5,1,588,582,0,5,1,562,20,1600,1012,8,47,307,38,3,59,1,3,13,16,1,50,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",32,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:53",1175,1166,1,8,0,516,508,0,8,0,503,13,1200,684,12,61,206,33,1,79,2,1,19,11,4,59,15
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",31,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:46",1067,1060,1,6,0,427,421,0,6,0,410,17,1200,773,4,17,208,50,1,27,2,5,28,18,5,39,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",33,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:01",1236,1224,1,11,0,527,516,0,11,0,504,23,1200,673,15,49,208,42,7,59,5,2,28,10,5,62,12
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",30,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:42:18",1252,1243,1,7,1,517,509,0,7,1,498,19,1200,683,4,49,232,42,4,48,4,5,22,17,0,55,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",60,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:05",1845,1835,1,9,0,383,374,0,9,0,373,10,2000,1617,3,16,214,41,0,19,2,2,18,29,4,17,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",62,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:54",1835,1824,2,9,0,243,234,0,9,0,230,13,2000,1757,8,5,113,36,1,11,3,2,14,14,5,9,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",61,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:35",1866,1857,0,9,0,207,198,0,9,0,196,11,2000,1793,2,14,106,20,0,5,1,3,14,6,3,19,3
18,GALAŢI,"”ȘCOALA GIMNAZIALĂ NR. 1 BĂLENI”",232,BĂLENI,75668,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:56:59",997,944,0,3,50,436,383,0,3,50,422,14,1034,598,2,85,282,28,0,0,0,0,10,4,0,10,1
18,GALAŢI,"”ȘCOALA GIMNAZIALĂ NR. 1 BĂLENI”",231,BĂLENI,75668,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:36:04",912,875,0,2,35,419,382,0,2,35,403,16,999,580,4,71,269,26,0,2,0,3,13,6,0,7,2
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 BUCEȘTI",330,IVEŞTI,76601,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-15 11:10:28",1728,1700,0,9,19,813,785,0,9,19,736,47,2000,1187,5,71,528,53,1,3,3,6,14,15,3,32,2
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 CHIRAFTEI",348,MĂSTĂCANI,76718,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:47",1068,1038,0,13,17,495,465,0,13,17,466,29,1152,657,2,79,262,64,3,0,0,1,16,14,0,25,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 COASTA LUPEI",362,NICOREŞTI,76807,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:01",310,301,0,9,0,179,170,0,9,0,168,11,331,152,1,74,36,47,2,0,0,0,4,3,0,1,0
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 COMUNA POIANA,JUDETUL GALATI",380,POIANA,77587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:37",1078,986,1,52,39,625,535,1,52,37,604,21,1091,466,0,74,401,66,5,0,0,1,29,5,0,19,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 COROD",265,COROD,75953,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 17:57:19",1245,1222,1,11,11,646,623,1,11,11,616,30,1200,554,4,132,418,33,0,0,0,0,9,2,0,12,6
18,GALAŢI,"SCOALA GIMNAZIALA NR 1 GHE. POALELUNGI MASTACANI",346,MĂSTĂCANI,76718,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:44",1015,990,0,11,14,456,431,0,11,14,428,28,1122,666,3,16,267,89,2,1,1,6,11,8,1,22,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 GHIDIGENI",310,GHIDIGENI,76406,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:06",1722,1712,0,6,4,852,842,0,6,4,814,38,1885,1033,9,420,327,28,2,1,0,0,14,3,0,10,0
18,GALAŢI,"ŞCOALA GIMNAZIALA NR.1 GOHOR",315,GOHOR,76497,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:32:27",1401,1216,0,103,82,927,787,0,103,37,861,28,1379,490,3,143,565,111,7,3,1,2,12,2,1,6,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 GOHOR",316,GOHOR,76497,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:47:16",248,211,0,14,23,180,144,0,14,22,171,9,303,123,0,22,120,12,2,0,1,1,4,2,0,6,1
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 MATCA - CORP C",342,MATCA,76692,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:30:16",1877,1872,0,4,1,976,971,0,4,1,936,40,2060,1084,0,127,744,37,0,0,0,0,8,8,0,12,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI",353,MUNTENI,75258,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:47",1737,1709,1,9,18,1109,1082,0,9,18,1065,44,1941,832,13,513,457,35,3,0,1,1,31,6,0,3,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI - GRĂDINIȚA MUNTENI",352,MUNTENI,75258,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:49",1327,1292,2,14,19,796,762,1,14,19,773,23,1400,604,8,147,513,52,2,0,1,2,31,7,2,4,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 NĂMOLOASA",358,NĂMOLOASA,76763,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:47:01",854,785,0,9,60,490,421,0,9,60,470,20,965,475,0,17,413,22,0,0,0,2,10,4,0,2,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 NĂMOLOASA (GRĂDINIȚA NR. 1)",357,NĂMOLOASA,76763,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:56",777,701,0,11,65,474,398,0,11,65,458,16,800,326,4,38,368,26,1,0,1,0,6,4,0,9,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 PECHEA",370,PECHEA,76969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:25",1206,1203,0,3,0,516,513,0,3,0,500,16,1376,860,9,109,265,45,2,1,0,2,11,18,1,33,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT BEREŞTI - MERIA",235,BEREŞTI-MERIA,75356,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:23",405,392,0,5,8,236,223,0,5,8,228,8,432,196,0,99,112,10,0,0,0,0,2,2,0,3,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT SLIVNA",240,BEREŞTI-MERIA,75356,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:33:15",521,512,0,1,8,287,278,0,1,8,270,17,564,277,2,43,203,14,0,0,1,0,6,0,0,0,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1(ŞCOALA GENERALA DE 8 CLASETUDOR VLADIMIRESCU MOARĂ)",409,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:10",771,761,1,9,0,414,405,0,9,0,403,11,831,417,1,73,153,150,0,3,1,3,5,1,0,9,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 SLOBOZIA CONACHI",394,"SLOBOZIA CONACHI",77180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:42",1349,1288,0,10,51,786,725,0,10,51,763,23,1486,700,5,196,459,42,9,0,2,1,20,9,0,20,0
