precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 PLOPŞORU",113,DAIA,102446,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:58:52",684,661,0,15,8,447,424,0,15,8,426,21,725,278,3,140,7,240,34,2
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 STEJARU",211,SINGURENI,105106,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:44:02",570,525,0,28,17,468,423,0,28,17,448,20,600,132,3,270,3,120,52,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR.3 VALEA BUJORULUI",168,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:25",416,325,1,47,43,318,228,0,47,43,310,8,404,86,4,27,0,274,5,0
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 VARLAAM",68,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:47",478,465,0,13,0,236,223,0,13,0,227,9,511,275,2,21,9,170,22,3
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BĂLANU",215,STĂNEŞTI,105295,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:43",475,443,0,23,9,296,264,0,23,9,291,5,489,193,3,52,14,204,18,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 4 CETATEA (BĂLĂNOAIA)",123,FRĂTEŞTI,102909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:02:31",248,220,0,21,7,154,126,0,21,7,148,6,234,80,5,31,1,93,14,4
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 MOGOŞEŞTI",67,ADUNAŢII-COPĂCENI,100781,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:28",375,366,0,9,0,220,211,0,9,0,210,10,401,181,3,40,10,124,28,5
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 POŞTA",89,BUTURUGENI,101617,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:43:48",359,343,0,12,4,237,221,0,12,4,227,10,389,152,0,48,2,155,22,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 COPACIU",136,GHIMPAŢI,103238,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:23:31",669,608,1,9,51,441,380,1,9,51,438,3,724,283,0,10,3,419,6,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.6",25,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:32:15",1195,1187,2,5,1,498,492,0,5,1,477,21,2011,1513,28,143,49,179,70,8
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",81,BUCŞANI,101378,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:24",391,357,0,30,4,311,277,0,30,4,303,8,397,86,3,57,9,223,11,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.8 GORNENI",14,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:35",1210,1201,0,8,1,406,397,0,8,1,367,39,1327,921,25,112,20,157,44,9
19,GIURGIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",65,ADUNAŢII-COPĂCENI,100781,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:26:44",1158,1124,1,29,4,609,576,0,29,4,593,16,1230,621,3,58,13,472,44,3
19,GIURGIU,"GRĂDINIŢA DE COPII BOLINTIN - DEAL",77,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:13",965,947,5,8,5,488,473,2,8,5,458,30,1048,560,3,79,20,304,45,7
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",105,COSOBA,179748,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:53:25",1106,1078,0,15,13,753,725,0,15,13,719,34,1191,438,1,202,191,233,90,2
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",106,COSOBA,179748,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:01:44",1110,1100,0,2,8,758,748,0,2,8,733,25,1214,456,3,238,209,224,57,2
19,GIURGIU,"GRĂDINIŢA DE COPII SLOBOZIA",213,SLOBOZIA,100549,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:47:07",1105,1101,0,3,1,618,614,0,3,1,579,39,1206,588,21,415,18,79,43,3
19,GIURGIU,"GRĂDINIŢA ” IRIS” OGREZENI",182,OGREZENI,104485,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:24:20",808,770,0,24,14,564,526,0,24,14,550,14,860,296,5,140,51,321,32,1
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:44:47",669,653,0,16,0,458,442,0,16,0,446,12,715,257,78,231,45,39,47,6
19,GIURGIU,"GRADINITA NR. 2 BRANISTEA",185,OINACU,104519,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:44",787,703,3,18,63,593,512,0,18,63,582,11,847,254,1,44,5,512,18,2
19,GIURGIU,"GRADINITA NR. 3 COMASCA",186,OINACU,104519,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:39:10",549,510,0,4,35,345,306,0,4,35,329,16,560,215,0,28,4,285,11,1
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:39:17",466,458,2,6,0,308,302,0,6,0,292,16,505,197,79,108,44,35,25,1
19,GIURGIU,"LICEUL ”NICOLAE CARTOJAN”",10,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:07",1360,1349,1,10,0,522,512,0,10,0,506,16,1488,966,19,189,23,208,62,5
19,GIURGIU,"LICEUL ”NICOLAE CARTOJAN”",9,"MUNICIPIUL GIURGIU",100521,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:50:28",1169,1157,3,6,3,441,432,0,6,3,414,27,1280,839,10,141,19,196,44,4
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",57,"ORAŞ MIHĂILEŞTI",104136,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:28:58",1106,1048,3,52,3,872,817,0,52,3,849,23,1138,266,10,283,31,482,39,4
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",59,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:40:13",956,913,2,39,2,724,683,0,39,2,701,23,1009,285,1,279,18,349,52,2
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",58,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:55:13",894,841,0,52,1,700,647,0,52,1,683,17,927,227,0,263,19,349,38,14
19,GIURGIU,"LICEUL ”TUDOR VIANU”",4,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:27",1067,1058,0,7,2,430,421,0,7,2,406,24,1195,765,24,128,20,152,73,9
19,GIURGIU,"LICEUL ”UDRIŞTE NĂSTUREL”",156,HOTARELE,103639,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:44:30",621,552,0,63,6,424,355,0,63,6,398,26,610,186,5,140,14,209,28,2
19,GIURGIU,"LICEUL ”UDRISTE NASTUREL HOTARELE",154,HOTARELE,103639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:44:40",1088,987,0,96,5,812,711,0,96,5,769,43,1089,277,5,387,23,301,50,3
19,GIURGIU,"LICEU TEHNOLOGIC ”DIMITRIE BOLINTINEANU”",52,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:03",898,886,0,9,3,507,495,0,9,3,483,24,980,473,4,86,29,327,34,3
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:58",250,223,0,10,17,180,153,0,10,17,171,9,264,84,3,39,2,117,10,0
19,GIURGIU,"PRIMARIA COMUNEI PRUNDU",187,PRUNDU,104680,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:27",1630,1622,0,8,0,1010,1002,0,8,0,982,28,1786,776,3,86,13,770,107,3
19,GIURGIU,"PRIMĂRIA MUNICIPIULUI GIURGIU",3,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:06",1022,1014,1,7,0,394,387,0,7,0,371,23,1122,728,20,117,18,180,30,6
19,GIURGIU,"PRIMARIA SINGURENI",209,SINGURENI,105106,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:52:06",1104,1021,4,47,32,783,705,0,46,32,757,26,1152,369,1,428,12,246,69,1
19,GIURGIU,PRIMĂRIE,53,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:01",1757,1727,1,10,19,828,799,0,10,19,810,18,1923,1095,7,175,54,515,53,6
19,GIURGIU,"PUNCTUL TERMIC NR. 35",34,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:11",1115,1108,1,5,1,440,434,0,5,1,432,8,1232,792,23,156,44,167,42,0
19,GIURGIU,"PUNCTUL TERMIC NR.35",35,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:36:25",780,770,1,9,0,332,323,0,9,0,305,27,858,526,0,127,7,125,39,7
19,GIURGIU,"ŞCOALA CU CLASELE I-IV IANCULEŞTI",220,STOENEŞTI,105348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:55",222,209,0,5,8,188,175,0,5,8,182,6,230,42,0,58,2,107,15,0
19,GIURGIU,"ŞCOALA CU CLASELE I-IV MIRĂU",221,STOENEŞTI,105348,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:14:06",138,117,0,17,4,108,87,0,17,4,102,6,129,21,9,38,1,48,2,4
19,GIURGIU,"ŞCOALA DIN CETĂTUIA",132,GĂUJANI,103194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:29",177,132,2,30,13,138,94,1,30,13,132,6,157,19,2,52,40,21,15,2
19,GIURGIU,"ŞCOALA GENERALĂ NR. 2 RĂSUCENI",194,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:35",295,267,0,8,20,194,166,0,8,20,189,5,313,119,0,19,1,165,4,0
19,GIURGIU,"ŞCOALA GENERALĂ RADU VODĂ",167,IZVOARELE,103899,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:43:59",204,154,1,38,11,149,99,1,38,11,144,5,181,32,1,8,3,129,3,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",19,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:28:56",1104,1079,2,6,17,434,420,0,6,8,418,16,1218,784,21,186,28,135,44,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",22,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:29",951,948,0,3,0,397,394,0,3,0,375,22,1049,652,29,143,11,142,41,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",21,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:51:03",1183,1178,0,5,0,498,493,0,5,0,481,17,1310,812,34,175,27,195,44,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",20,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:03:32",1094,1089,1,4,0,449,445,0,4,0,431,18,1203,754,22,161,27,175,35,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",18,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:40",992,983,2,7,0,401,394,0,7,0,381,20,1091,690,38,133,24,138,37,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",17,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:50",1421,1413,3,5,0,541,536,0,5,0,525,16,1592,1051,30,148,38,252,51,6
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES - LOCAL GRADINITA GOSTINU",145,GOSTINU,103354,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:07",680,638,0,26,16,496,454,0,26,16,470,26,718,222,7,75,12,356,19,1
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES- LOCAL GRADINITA GOSTINU",146,GOSTINU,103354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:18",759,709,0,21,29,522,472,0,21,29,496,26,814,292,5,100,10,355,26,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:55:00",778,695,0,45,38,563,480,0,45,38,537,26,796,233,2,143,1,339,52,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:14:39",1238,1207,0,7,24,847,816,0,7,24,819,28,1351,504,9,357,81,306,65,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:49",1195,1160,3,23,9,644,611,1,23,9,606,38,1286,642,4,169,29,331,61,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN STĂNCESCU”",193,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:59",764,632,0,60,72,525,393,0,60,72,514,11,776,251,3,72,10,404,22,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:36:36",974,870,1,67,36,707,604,0,67,36,660,47,995,288,3,324,177,132,18,6
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",178,"MIHAI BRAVU",104118,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:41:37",1049,963,2,45,39,711,628,1,45,37,689,22,1097,386,2,43,13,570,60,1
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",179,"MIHAI BRAVU",104118,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:51:43",854,775,0,40,39,575,496,0,40,39,555,20,896,321,2,61,11,424,55,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:41:58",1500,1482,0,17,1,1104,1086,0,17,1,1085,19,1626,522,1,60,570,415,36,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”ELINA BASARAB” HERĂŞTI",153,HERĂŞTI,179757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:48:38",1813,1669,0,121,23,1177,1033,0,121,23,1107,70,1865,688,15,344,23,669,56,0
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:08:54",903,830,2,47,24,712,641,0,47,24,694,18,940,228,3,399,6,219,60,7
19,GIURGIU,"ŞCOALA GIMNAZIALA ”MARIN M. ȚICULESCU” BĂNEASA",69,BĂNEASA,101001,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:20:59",1119,1082,1,10,26,745,709,0,10,26,693,52,1217,472,7,141,11,444,87,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",47,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:47:26",1287,1279,0,6,2,552,544,0,6,2,521,31,1416,864,24,172,38,210,68,9
19,GIURGIU,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",48,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:12:26",1197,1189,3,4,1,490,485,0,4,1,470,20,1316,826,24,136,33,209,57,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:34",1170,1165,0,5,0,549,544,0,5,0,526,23,1313,764,19,184,27,226,62,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:56:03",1192,1178,0,12,2,805,791,0,12,2,779,26,1285,480,2,63,512,180,20,2
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:36",943,936,0,6,1,583,576,0,6,1,553,30,1030,447,111,192,128,54,66,2
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:04:18",1016,1006,2,7,1,598,590,0,7,1,584,14,1111,513,78,204,168,63,63,8
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:18",814,753,0,54,7,624,563,0,54,7,605,19,832,208,3,112,13,451,25,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR,10",30,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:44",807,799,0,7,1,283,275,0,7,1,276,7,893,610,18,101,15,101,33,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",27,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:39",1019,1010,0,9,0,389,380,0,9,0,378,11,1115,726,15,150,17,163,31,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",26,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:01",1024,1005,8,7,4,380,369,0,7,4,373,7,1117,737,15,123,26,143,61,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",28,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:46:40",1035,1020,0,14,1,373,358,0,14,1,352,21,1125,752,25,127,22,128,44,6
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.10",29,"MUNICIPIUL GIURGIU",100521,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:50:30",1180,1171,1,7,1,461,453,0,7,1,430,31,1285,824,40,146,26,142,66,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:14",1528,1510,0,15,3,742,724,0,15,3,718,24,1660,918,5,81,43,490,99,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:18",1604,1598,0,3,3,638,632,0,3,3,594,44,1757,1119,3,195,9,371,15,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:06",1138,1130,0,3,5,641,633,0,3,5,608,33,1257,616,4,96,28,431,35,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:23:42",1392,1379,0,9,4,638,625,0,9,4,605,33,1523,885,1,94,17,463,27,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:48",996,966,1,22,7,717,688,0,22,7,683,34,1069,352,8,154,22,426,67,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 CUCURUZU",195,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:30",632,599,0,19,14,454,421,0,19,14,438,16,673,219,3,40,5,374,7,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:11",1136,1121,0,11,4,537,522,0,11,4,518,19,1236,699,8,88,35,288,82,17
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:20:41",1157,1150,1,5,1,537,531,0,5,1,503,34,1270,733,4,86,45,285,72,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:12",996,993,0,0,3,413,410,0,0,3,385,28,1098,685,4,69,31,229,47,5
19,GIURGIU,"SCOALA GIMNAZIALA NR.1GHIMPATI",134,GHIMPAŢI,103238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:00",1194,1094,0,22,78,856,756,0,22,78,856,0,1296,440,0,0,10,836,10,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 GOSTINARI",143,GOSTINARI,103372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:30",1605,1473,1,91,40,1088,956,1,91,40,1051,37,1619,531,4,799,23,148,71,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.1 IZVOARELE",163,IZVOARELE,103899,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:23:32",990,820,0,81,89,706,536,0,81,89,702,4,1000,294,0,58,7,627,10,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 JOIȚA",169,JOIŢA,103997,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:02:29",1897,1847,2,37,11,1192,1144,0,37,11,1135,57,2029,837,37,216,101,599,151,31
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:28",1419,1405,0,9,5,593,579,0,9,5,570,23,1537,944,5,114,20,360,67,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:42:19",1543,1534,1,5,3,640,632,0,5,3,593,47,1689,1049,8,94,29,400,50,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:10:05",949,885,0,15,49,655,591,0,15,49,642,13,1025,370,4,45,116,449,28,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:00:43",1180,1144,0,8,28,817,781,0,8,28,779,38,1293,476,5,66,108,558,40,2
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:20:39",1116,1101,0,13,2,636,621,0,13,2,622,14,1210,574,105,160,120,119,111,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 POPEŞTI",63,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:37",856,821,0,35,0,698,663,0,35,0,676,22,928,230,3,266,13,355,39,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:02",963,943,2,16,2,657,638,1,16,2,624,33,1039,382,4,181,19,353,66,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:00",920,898,1,20,1,616,595,0,20,1,597,19,987,371,3,144,17,369,57,7
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",204,SĂBĂRENI,179775,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:38",1245,1124,1,95,25,899,779,0,95,25,883,16,1257,358,10,342,69,397,62,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",203,SĂBĂRENI,179775,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:32",1218,1124,3,72,19,872,781,0,72,19,854,18,1230,358,8,325,51,423,42,5
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI ,",126,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:58",802,772,0,6,24,492,462,0,6,24,474,18,870,378,2,65,9,331,67,0
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI .",125,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:43",990,967,1,3,19,506,484,0,3,19,482,24,1082,576,2,62,10,315,88,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 SLOBOZIA",212,SLOBOZIA,100549,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:27",763,763,0,0,0,428,428,0,0,0,400,28,842,414,14,235,13,72,63,3
