precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"CĂMIN CULTURAL",115,BRÂNCENI,152252,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:13:01",1223,1155,1,16,51,901,834,0,16,51,769,65,1338,504,544,20,61,23,121
36,TELEORMAN,"CĂMIN CULTURAL",121,BUZESCU,152332,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:48",1208,1074,1,81,52,774,641,0,81,52,741,33,1240,466,481,10,182,16,52
36,TELEORMAN,"CĂMIN CULTURAL",256,RĂDOIEŞTI,153865,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 09:01:13",474,442,0,6,26,282,250,0,6,26,282,0,510,228,227,2,50,0,3
36,TELEORMAN,"CĂMIN CULTURAL",147,CRÂNGENI,152617,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:07:42",1113,1067,0,1,45,591,552,0,1,38,541,48,1180,589,185,41,254,32,29
36,TELEORMAN,"CĂMIN CULTURAL",141,CIUPERCENI,151709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:57",755,681,0,39,35,509,435,0,39,35,504,5,790,281,385,11,83,7,18
36,TELEORMAN,"CĂMIN CULTURAL",300,TALPA,154521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:26:14",689,532,0,82,75,617,460,0,82,75,605,12,670,53,240,0,365,0,0
36,TELEORMAN,"CĂMIN CULTURAL CONŢEŞTI",144,CONŢEŞTI,152564,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:24:44",1225,1156,0,11,58,802,733,0,11,58,770,32,1270,468,652,4,55,17,42
36,TELEORMAN,"CĂMIN CULTURAL CUCUEŢI",272,SCRIOAŞTEA,154013,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:40",701,645,0,32,24,514,458,0,32,24,507,7,700,186,459,14,6,9,19
36,TELEORMAN,"CĂMIN CULTURAL SAT PURANI",331,VITĂNEŞTI,153776,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:03",567,519,1,13,34,337,290,0,13,34,320,17,605,268,216,9,25,18,52
36,TELEORMAN,"CĂMIN CULTURAL SAT SILIŞTEA",332,VITĂNEŞTI,153776,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:38:06",663,560,1,29,73,416,314,0,29,73,416,0,695,279,389,0,21,0,6
36,TELEORMAN,"CĂMIN CULTURAL SCRIOAȘTEA",270,SCRIOAŞTEA,154013,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:52",1750,1209,437,58,46,1313,1209,0,58,46,1295,18,1920,607,1207,19,18,19,32
36,TELEORMAN,"CĂMIN CULTURAL STEJARU",291,STEJARU,154415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:04",638,566,0,36,36,427,359,0,34,34,415,12,610,183,298,2,17,3,95
36,TELEORMAN,"CĂMINUL CULTURAL",333,ZÂMBREASCA,154978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:00",744,669,0,3,72,480,405,0,3,72,447,33,735,255,237,10,162,11,27
36,TELEORMAN,"CĂMINUL CULTURAL",242,PLOSCA,153605,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 21:31:13",1207,1185,1,12,9,864,843,0,12,9,828,33,1310,446,452,40,241,44,51
36,TELEORMAN,"CĂMINUL CULTURAL",184,ISLAZ,151736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:35",1066,1040,1,15,10,630,605,0,15,10,605,25,1120,490,280,60,203,16,46
36,TELEORMAN,"CĂMINUL CULTURAL",313,TROIANUL,154790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:17:10",39,23,0,11,5,39,23,0,11,5,35,4,55,16,21,6,3,1,4
36,TELEORMAN,"CĂMINUL CULTURAL",120,BUJORU,152314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:32",780,686,0,46,48,692,598,0,46,48,545,50,750,155,217,4,271,13,40
36,TELEORMAN,"CĂMINUL CULTURAL",113,BRAGADIRU,152234,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:38",930,882,0,7,41,567,519,0,7,41,563,4,970,403,473,13,26,9,42
36,TELEORMAN,"CĂMINUL CULTURAL BALCI",92,BALACI,151996,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:21",753,644,0,62,47,508,399,0,62,47,484,24,700,192,304,10,39,12,119
36,TELEORMAN,"CĂMINUL CULTURAL BEUCA",98,BEUCA,155092,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:58:08",876,704,1,76,95,666,494,1,76,95,639,23,875,212,332,33,237,11,26
36,TELEORMAN,"CĂMINUL CULTURAL BUJORENI",117,BUJORENI,152270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:19",409,374,0,25,10,198,163,0,25,10,189,9,420,222,135,11,24,6,13
36,TELEORMAN,"CĂMINUL CULTURAL DIDEȘTI",155,DIDEŞTI,152724,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:21",948,849,0,45,54,669,570,0,45,54,648,21,930,261,124,7,445,14,58
36,TELEORMAN,"CĂMINUL CULTURAL DIN SATUL CRÂNGU",151,CRÂNGU,152662,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:21:11",948,832,0,59,57,464,348,0,59,57,457,5,905,443,390,0,38,7,22
36,TELEORMAN,"CĂMINUL CULTURAL FRUMOASA",174,FRUMOASA,152993,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:24:26",705,671,0,12,22,510,476,0,12,22,478,32,760,250,283,32,103,24,36
36,TELEORMAN,"CĂMINUL CULTURAL GĂRĂGĂU",321,VÂRTOAPE,154932,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:15:23",541,496,0,20,25,405,360,0,20,25,394,11,550,145,202,3,187,0,2
36,TELEORMAN,"CĂMINUL CULTURAL GURUIENI",200,MĂGURA,153240,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:42:04",719,691,1,9,18,485,458,0,9,18,471,14,760,275,339,5,34,15,78
36,TELEORMAN,"CĂMINUL CULTURAL MĂGURA",199,MĂGURA,153240,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:46:28",1405,1332,0,21,52,920,847,0,21,52,895,25,1460,540,615,24,87,21,148
36,TELEORMAN,"CĂMINUL CULTURAL PERETU",231,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:25",1230,1224,0,5,1,712,706,0,5,1,674,38,1340,628,424,16,180,17,37
36,TELEORMAN,"CĂMINUL CULTURAL PLOPI",99,BEUCA,155092,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 06:36:56",142,120,0,8,14,118,96,0,8,14,111,7,150,32,24,0,80,1,6
36,TELEORMAN,"CĂMINUL CULTURAL RĂDULEŞTI",154,CREVENICU,151932,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:35:14",427,395,0,13,19,306,274,0,13,19,296,10,430,124,213,10,14,12,47
36,TELEORMAN,"CĂMINUL CULTURAL RĂSMIREŞTI",259,RĂSMIREŞTI,153909,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:52:58",790,591,2,164,33,624,425,2,164,33,609,15,740,114,179,2,391,13,24
36,TELEORMAN,"CĂMINUL CULTURAL SILIŞTEA",282,SILIŞTEA,154228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:45",1029,972,0,26,31,796,739,0,26,31,767,29,1070,274,442,60,200,36,29
36,TELEORMAN,"CĂMINUL CULTURAL TECUCI",93,BALACI,151996,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:52",552,489,0,32,31,405,342,0,32,31,395,10,540,135,202,3,14,14,162
36,TELEORMAN,"CĂMINUL CULTURAL VIRTOAPELE DE JOS",322,VÂRTOAPE,154932,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:38",707,636,1,39,31,547,477,0,39,31,547,0,735,180,293,0,254,0,0
36,TELEORMAN,"CĂMINUL CULTURAL VIRTOAPELE DE SUS",320,VÂRTOAPE,154932,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:20:34",839,756,0,58,25,629,546,0,58,25,606,23,825,196,277,10,218,12,89
36,TELEORMAN,"CASA DE CULTURĂ",51,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:58:42",1017,1000,0,16,1,402,385,0,16,1,393,9,1110,703,176,139,37,7,34
36,TELEORMAN,"CASA DE CULTURA VIDELE",76,"ORAŞ VIDELE",151905,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:58:13",1465,1443,0,21,1,951,929,0,21,1,915,36,1590,639,283,109,390,42,91
36,TELEORMAN,"CENTRU DE ZI",160,DRACEA,155109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:00",64,56,0,1,7,50,42,0,1,7,48,2,70,20,10,1,35,0,2
36,TELEORMAN,"CENTRU DE ZI",161,DRACEA,155109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:30",139,109,0,5,25,118,88,0,5,25,116,2,140,22,7,1,105,1,2
36,TELEORMAN,"CENTRU EDUCAȚIONAL",71,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:04:32",1229,1223,0,6,0,400,394,0,6,0,377,23,1350,950,219,21,71,16,50
36,TELEORMAN,"CENTRUL CULTURAL",40,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:34:30",1014,1007,0,5,2,412,405,0,5,2,388,24,1110,698,209,94,29,14,42
36,TELEORMAN,"CENTRUL DE ÎNGRIJIRE DE ZI PENTRU COPIII ÎN SITUAȚII DE RISC ÎN COMUNA DOBROTEȘTI",157,DOBROTEŞTI,152760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:12",1232,1207,0,7,18,626,601,0,7,18,598,28,1320,694,412,52,38,27,69
36,TELEORMAN,"CENTRUL MEMORIAL ”MARIN PREDA”",285,SILIŞTEA-GUMEŞTI,154282,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:55",1154,1089,0,20,45,713,648,0,20,45,681,30,1193,481,271,42,167,29,172
36,TELEORMAN,"CLĂDIREA FOSTA ȘCOALĂ GIMNAZIALĂ CIURARI",266,SĂCENI,153972,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:33",313,285,0,16,12,233,205,0,16,12,220,13,310,77,82,4,33,3,98
