precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMIONCA IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SIGHIARTĂU ROBERT-IONATAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TALOŞ MIRCEA-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","FLOREAN OVIDIU-IOSIF-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOLDOVAN EMIL-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","SAS LÓRÁNT-ZOLTAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",40,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:13:14",1343,1326,7,10,0,608,598,0,10,0,585,13,1508,900,47,193,10,21,307,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",39,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:13",1221,1174,4,8,35,624,581,0,8,35,614,10,1300,676,51,197,9,24,317,16
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",41,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:40",1330,1318,6,6,0,606,600,0,6,0,589,17,1500,894,41,214,6,22,295,11
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",42,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:27",899,881,2,15,1,423,407,0,15,1,421,2,1000,577,37,144,3,16,207,14
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:16:26",872,856,0,5,11,468,452,0,5,11,425,27,950,482,93,202,5,50,72,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”TEODOR COTUŢIU” DUMBRĂVIŢA",247,SPERMEZEU,34547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:47:24",630,611,0,4,15,355,336,0,4,15,338,17,700,345,1,214,1,26,96,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TIHA BÎRGĂULUI",297,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:43:40",1366,1348,2,5,11,701,685,0,5,11,682,19,1500,799,18,148,7,56,450,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",300,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:52:16",566,558,0,8,0,237,229,0,8,0,213,24,600,363,1,78,2,40,92,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",301,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:56:37",1632,1621,3,4,4,751,743,0,4,4,719,32,1800,1049,9,233,5,87,382,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ” VALEA SPINULUI”",75,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:44:50",1032,1025,2,5,0,534,529,0,5,0,461,50,1100,589,11,295,2,18,134,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”VICTOR MOTOGNA” BREAZA",197,NEGRILEŞTI,179659,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:50:17",838,801,2,6,29,505,471,0,6,28,489,16,836,331,9,181,0,16,282,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ APATIU",109,CHIOCHIŞ,33015,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:16:42",224,220,0,3,1,153,149,0,3,1,145,8,230,77,1,70,3,7,62,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ BUDEŞTI-FÎNAŢE",98,BUDEŞTI,32768,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:57:44",235,222,0,2,11,164,151,0,2,11,156,8,250,86,2,49,1,7,95,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CHEŢIU",112,CHIOCHIŞ,33015,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:22:20",257,245,0,3,9,172,160,0,3,9,168,4,263,91,1,65,0,2,100,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CUŞMA",164,LIVEZILE,33541,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:52:01",541,525,0,15,1,330,314,0,15,1,321,9,580,250,4,19,0,6,291,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOBRICEL",246,SPERMEZEU,34547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:53:01",401,390,0,5,6,272,261,0,5,6,240,32,450,178,1,103,0,4,132,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOMNEŞTI",184,MĂRIŞELU,33765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:59:08",753,745,4,4,0,424,420,0,4,0,404,20,800,376,14,63,3,36,287,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DUMBRAVA",166,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:26",375,369,0,6,0,206,200,0,6,0,201,5,400,194,6,46,0,12,136,1
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PRIMARĂ FIGA",68,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:22:26",456,425,1,10,20,301,273,0,10,18,291,10,511,210,4,47,2,8,230,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FÎNTÎNELE",179,MATEI,33658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:50:53",462,432,1,16,13,344,315,0,16,13,329,15,466,122,4,60,1,2,259,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FLOREŞTI",200,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:08",427,413,0,6,8,291,277,0,6,8,274,17,450,159,3,104,1,4,161,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ HĂLMĂSĂU",248,SPERMEZEU,34547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:43:04",217,210,0,5,2,144,137,0,5,2,140,4,250,106,0,105,0,5,30,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”LUCIAN VALEA”",252,ŞANŢ,34618,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:01:54",272,262,0,9,1,217,207,0,9,1,212,5,300,83,8,87,0,10,107,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ LUNCA",270,ŞIEUŢ,34850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:00:18",315,299,0,3,13,246,230,0,3,13,236,10,349,103,16,34,0,2,183,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MALIN",210,NUŞENI,34075,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:46",352,320,3,5,24,251,222,0,5,24,243,8,380,129,3,59,0,6,168,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MANIC",114,CHIOCHIŞ,33015,7,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:04:15",178,174,0,1,3,124,120,0,1,3,120,4,180,56,0,47,0,6,67,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MINTIU",201,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:57",360,343,0,6,11,200,183,0,6,11,195,5,400,200,1,39,1,7,146,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MOGOŞENI",204,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:18",301,290,0,5,6,204,193,0,5,6,186,7,350,157,20,64,0,5,97,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MORUŢ",180,MATEI,33658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:52:53",160,151,0,7,2,96,87,0,7,2,89,7,160,64,0,20,1,2,66,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”NICOLAE BĂLAN” BLĂJENII DE SUS",275,ŞINTEREAG,34903,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:46:19",287,278,0,7,2,168,159,0,7,2,162,6,300,132,7,36,1,2,116,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ NIMIGEA DE SUS",205,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:34",465,444,1,3,17,304,284,0,3,17,303,1,500,196,8,96,1,5,191,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ PIATRA",120,CHIUZA,33122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:20:52",414,394,1,11,8,259,240,0,11,8,255,4,400,141,7,92,3,33,120,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ POSMUŞ",255,ŞIEU,34645,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:02:56",549,538,1,6,4,303,293,0,6,4,288,15,600,297,5,62,2,28,189,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",271,ŞIEUŢ,34850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:01:32",492,475,0,5,12,370,353,0,5,12,364,6,530,160,12,108,5,11,227,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SĂRATA",52,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:04",1021,1009,8,4,0,467,461,2,4,0,444,23,1150,683,23,201,6,50,156,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNNICOARĂ",115,CHIOCHIŞ,33015,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:38:06",98,86,0,9,3,68,56,0,9,3,66,2,100,32,1,21,2,2,40,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",187,MĂRIŞELU,33765,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:04:58",366,361,0,4,1,218,213,0,4,1,206,12,400,182,12,43,1,5,145,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRÎMBA",152,"JOSENII BÂRGĂULUI",33382,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:34:01",394,386,0,8,0,188,180,0,8,0,184,4,400,212,7,51,1,36,77,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRUGURENI",116,CHIOCHIŞ,33015,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:42:44",164,154,0,5,5,113,103,0,5,5,109,4,175,62,2,31,0,3,65,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",222,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:26",1148,1133,1,8,6,628,614,0,8,6,615,13,1283,655,33,95,4,57,412,14
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢAGU",99,BUDEŞTI,32768,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:03:42",501,480,0,7,14,326,305,0,7,14,306,20,501,175,10,114,3,12,165,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ TĂURE",206,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:55",347,336,0,2,9,187,176,0,2,9,178,9,350,163,6,64,0,3,104,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢENTEA",117,CHIOCHIŞ,33015,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:45:45",78,75,1,2,0,54,52,0,2,0,49,5,85,31,2,26,0,3,18,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢIGĂU",158,LECHINŢA,33435,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:51:06",348,331,0,10,7,242,225,0,10,7,230,12,374,132,7,68,0,7,138,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”VALEA BABII”",228,REBRIŞOARA,34280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:53:38",140,132,0,5,3,95,87,0,5,3,89,6,200,105,2,30,0,4,52,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA POENII",167,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:02:52",130,125,0,5,0,92,87,0,5,0,89,3,140,48,0,12,0,3,74,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PROFESIONALĂ SPECIALĂ ”SFÂNTA MARIA” BISTRIŢA",7,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:49",1233,1218,4,10,1,566,555,0,10,1,556,10,1343,777,36,208,8,24,266,14
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PROFESIONALĂ ”TIBERIU MORARIU”",238,SALVA,34397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:06:06",1254,1182,1,52,19,921,849,1,52,19,890,25,1300,379,25,477,4,30,354,0
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",185,MĂRIŞELU,33765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:00:56",104,85,0,16,3,104,85,0,16,3,79,3,134,52,4,7,0,1,58,9
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",30,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:31:12",1459,1453,0,6,0,539,533,0,6,0,524,7,1600,1061,46,190,7,27,245,9
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",29,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:35:54",1716,1705,0,11,0,688,677,0,11,0,678,10,1900,1212,50,239,9,43,322,15
