precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PACT PENTRU GALAȚI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL CONSERVATOR DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","RUSU DĂNUŢ-voturi"
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",164,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:29",1626,1617,0,8,1,576,567,0,8,1,559,17,1600,1024,12,36,323,50,6,34,5,5,8,25,2,44,9
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",162,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:06",1720,1714,0,6,0,605,600,0,5,0,579,26,2000,1395,4,54,332,34,2,31,1,2,22,18,2,48,29
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",163,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:53",1656,1647,4,5,0,607,602,0,5,0,597,10,1600,993,6,42,344,45,4,42,4,1,22,20,2,51,14
18,GALAŢI,"LICEUL TEHNOLOGIC ”ELENA CARAGIANI”",210,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:13",1955,1949,0,6,0,256,250,0,6,0,250,6,2160,1904,2,65,145,12,1,0,0,1,10,2,1,9,2
18,GALAŢI,"LICEUL TEHNOLOGIC ” EREMIA GRIGORESCU”",216,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:46",979,960,0,7,12,559,540,0,7,12,535,21,1080,520,5,149,322,17,2,2,0,1,8,7,0,19,3
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",50,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:13",1273,1268,1,4,0,475,471,0,4,0,457,18,1600,1125,6,47,219,39,4,33,2,4,15,19,2,56,11
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",49,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:15",1538,1497,36,5,0,531,526,0,5,0,509,22,1600,1069,8,32,280,45,2,28,5,4,26,30,12,32,5
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",48,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:01",1294,1282,2,5,5,403,393,0,5,5,381,22,1600,1197,5,20,192,44,8,26,4,2,22,25,3,20,10
18,GALAŢI,"LICEUL TEHNOLOGIC NR.1",283,CUDALBI,76157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:03",1598,1557,0,18,23,866,825,0,18,23,829,37,1717,851,3,230,486,56,0,0,3,1,9,8,0,31,2
18,GALAŢI,"LICEUL TEHNOLOGIC OVIDIU CALEDONIU",196,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:37",1275,1268,1,5,1,618,611,1,5,1,593,25,1410,782,1,179,301,43,16,0,1,3,24,6,1,11,7
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",144,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:36",1038,1032,0,6,0,392,386,0,6,0,379,13,1200,808,1,39,233,35,0,15,1,3,7,9,1,23,12
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",143,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:38",1379,1372,0,7,0,535,528,0,7,0,514,21,1600,1065,6,40,298,52,3,19,2,3,14,19,3,40,15
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",142,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:54",1324,1317,0,7,0,481,474,0,7,0,459,22,1600,1119,3,25,271,45,5,25,1,1,21,21,1,33,7
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",141,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:38",1334,1325,1,8,0,466,458,0,8,0,450,16,1600,1126,4,25,269,45,4,12,1,3,28,23,0,26,10
18,GALAŢI,"LICEUL TEHNOLOGIC ”RADU NEGRU” (COLEGIUL TEHNIC ”RADU NEGRU” - GRUP ȘCOLAR ”RADU NEGRU”)",41,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:44",1828,1791,4,6,27,726,692,1,6,27,708,14,2000,1278,4,64,350,75,2,46,5,8,20,26,4,82,22
18,GALAŢI,"LICEUL TEHNOLOGIC ”RADU NEGRU” (COLEGIUL TEHNIC ”RADU NEGRU” - GRUP ȘCOLAR ”RADU NEGRU”)",40,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:02",1605,1553,3,7,42,580,534,0,7,39,559,20,1600,1019,8,46,285,71,2,35,4,4,20,15,4,51,14
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",411,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:52",933,923,0,10,0,508,498,0,10,0,489,19,1016,508,4,57,238,160,1,0,0,1,12,3,2,8,3
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",412,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:28",1154,1151,1,2,0,697,695,0,2,0,674,23,1278,581,5,62,302,268,1,0,0,4,21,2,1,6,2
18,GALAŢI,"LICEUL TEORETIC ”DUNAREA”",103,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:55",1275,1267,2,6,0,487,481,0,6,0,476,11,1200,713,3,45,253,39,4,35,2,3,7,18,10,41,16
18,GALAŢI,"LICEUL TEORETIC ”DUNAREA”",101,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:31",1085,1080,0,5,0,403,398,0,5,0,390,13,1200,797,3,31,224,38,3,26,2,3,11,7,2,31,9
18,GALAŢI,"LICEUL TEORETIC ”DUNAREA”",102,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:15",1200,1194,2,4,0,480,476,0,4,0,469,11,1204,724,4,52,256,40,1,25,5,4,18,17,0,37,10
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",17,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:11",1094,1082,6,6,0,323,315,2,6,0,314,9,1200,877,3,31,165,19,4,33,1,2,4,15,6,29,2
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",16,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:23",1216,1206,2,8,0,428,420,0,8,0,405,23,1200,42,4,33,222,36,1,37,0,5,11,14,3,33,6
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",15,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:35",1726,1720,0,6,0,664,658,0,6,0,636,22,2000,1342,9,90,315,47,2,59,2,1,21,16,3,58,13
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",160,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:32",1685,1676,1,8,0,94,86,0,8,0,91,3,2000,1906,1,6,53,9,1,0,0,0,9,5,1,5,1
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",159,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:51",1894,1886,0,8,0,250,242,0,8,0,240,9,2000,1751,4,12,127,36,3,9,2,1,17,16,0,9,4
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",161,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:54",1865,1855,1,9,0,98,89,0,9,0,96,2,2000,1902,1,4,63,8,3,1,1,0,4,7,0,4,0
18,GALAŢI,"LICEUL TEORETIC ”SFÂNTA MARIA” (GRUP ȘCOLAR INDUSTRIAL ”SFÂNTA MARIA” - LICEUL INDUSTRIAL NR.10)",130,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:24",1390,1380,3,7,0,543,536,0,7,0,521,22,1600,1057,8,42,282,47,2,48,4,0,12,18,1,48,9
18,GALAŢI,"LICEUL TEORETIC ”SFÂNTA MARIA” (GRUP ȘCOLAR INDUSTRIAL ”SFÂNTA MARIA” - LICEUL INDUSTRIAL NR.10)",129,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:55",1179,1170,2,7,0,474,467,0,7,0,452,21,1200,727,5,26,243,30,5,45,0,2,17,10,3,53,13
18,GALAŢI,MUZEU,423,UMBRĂREŞTI,77402,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:05",259,256,0,3,0,133,130,0,3,0,127,6,282,149,3,32,64,12,1,0,1,2,4,2,0,3,3
18,GALAŢI,"SALĂ DE ACTIVITĂȚI SOCIAL-CULTURALE, SAT BALINTEȘTI",237,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:35",725,710,1,7,7,398,383,1,7,7,383,15,800,372,3,87,254,19,0,1,0,1,12,4,0,2,0
18,GALAŢI,"SALA DE SPORT",212,"ORAŞ BEREŞTI",75338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:39:01",1273,1222,0,24,27,788,737,0,24,27,762,26,1373,585,4,431,303,10,0,1,0,2,5,0,0,4,2
18,GALAŢI,"SALA DE SPORT SIVITA",415,TULUCEŞTI,77331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:59",1062,1037,0,6,19,507,482,0,6,19,485,22,1141,532,1,81,313,35,2,4,2,0,8,7,1,23,8
18,GALAŢI,"SALĂ ÎNTRUNIRI LUNCA",332,JORĂŞTI,76638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:47",186,178,0,8,0,111,103,0,8,0,107,4,195,84,0,31,64,3,0,0,1,1,5,0,0,2,0
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",9,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:25",1558,1541,10,7,0,655,648,0,7,0,633,22,1600,945,7,63,275,60,4,100,3,5,10,14,3,82,7
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",10,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:40",1285,1269,6,10,0,532,522,0,10,0,513,19,1200,668,1,48,268,35,2,57,1,4,13,12,2,61,9
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",8,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:20",1622,1606,8,8,0,725,717,0,8,0,712,13,1600,875,8,69,330,47,2,95,3,1,19,29,5,89,15
18,GALAŢI,"ȘCOALA COASTA VĂII",429,"VALEA MĂRULUI",77475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:16",389,379,1,5,4,242,233,0,5,4,232,10,421,179,1,116,83,19,0,0,0,1,5,4,0,2,1
18,GALAŢI,"SCOALA CU CLASE I-IV",252,BUCIUMENI,75819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:20",334,323,0,10,1,233,222,0,10,1,223,10,370,137,9,13,184,8,1,0,0,0,6,2,0,0,0
18,GALAŢI,"ȘCOALA CU CLASELE I-IV AUREL BRĂESCU",367,NICOREŞTI,76807,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:52",242,233,0,9,0,128,119,0,9,0,122,6,256,128,1,65,23,24,1,0,0,0,3,1,0,4,0
18,GALAŢI,"ŞCOALA CU CLASELE I-IV NĂRTEŞTI",318,GOHOR,76497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:35",694,609,0,48,37,467,382,0,48,37,445,18,700,233,2,203,187,35,0,1,0,1,6,2,0,8,0
18,GALAŢI,"ȘCOALA CU CLASELE I-IV, SAT PLEVNA",388,REDIU,77082,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:37",443,417,0,9,17,241,218,0,6,17,230,11,473,232,3,101,109,10,0,0,0,0,1,3,0,1,2
18,GALAŢI,"SCOALA DIMITRIE CANTEMIR NR.3, MATCA",340,MATCA,76692,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:25",1471,1467,0,4,0,819,815,0,4,0,797,22,1628,809,1,89,650,31,2,0,0,3,8,1,1,9,2
18,GALAŢI,"SCOALA DIMITRIE CANTEMIR NR.3, MATCA",341,MATCA,76692,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:33",2010,1985,0,25,0,1111,1086,0,25,0,1062,49,2184,1073,0,101,850,48,0,1,2,0,19,9,0,32,0
18,GALAŢI,"SCOALA DIN MALU ALB",288,DRĂGĂNEŞTI,75221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:48",1684,1662,0,7,15,843,821,0,7,15,808,31,1770,931,6,371,316,53,0,1,0,2,21,6,2,24,6
18,GALAŢI,"SCOALA DIN SATUL DRĂGĂNEŞTI",286,DRĂGĂNEŞTI,75221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:02",1814,1791,0,8,15,823,800,0,8,15,780,43,2101,1278,8,312,332,73,2,3,0,5,21,1,0,22,1
18,GALAŢI,"SCOALA ELEMENTARA LUNGOCI",309,FUNDENI,76353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:42",400,389,0,11,0,226,215,0,11,0,213,13,429,203,0,25,148,26,5,0,0,0,5,2,0,1,1
18,GALAŢI,"SCOALA GENERALĂ CIUREŞTI",228,BĂLĂŞEŞTI,75613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:11",225,205,0,8,12,128,108,0,8,12,111,13,226,93,0,5,70,33,0,0,0,0,0,3,0,0,0
18,GALAŢI,"SCOALA GENERALĂ COMĂNEŞTI",256,CAVADINEŞTI,75864,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:22",166,152,0,12,2,91,77,0,12,2,86,5,197,106,0,50,23,5,1,0,0,1,2,1,0,3,0
18,GALAŢI,"ŞCOALA GENERALĂ DOBRINEŞTI CLASELE I-IV",363,NICOREŞTI,76807,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:48",417,408,0,8,1,223,214,0,8,1,191,22,450,237,5,82,33,60,1,0,0,1,6,0,0,3,0
18,GALAŢI,"ŞCOALA GENERALA FUNDENI",306,FUNDENI,76353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:45",639,630,1,6,2,378,370,0,6,2,359,19,695,317,5,44,255,29,0,1,0,1,8,2,2,10,2
18,GALAŢI,"ŞCOALA GENERALA HANU CONACHI",308,FUNDENI,76353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:16",848,847,0,0,1,447,446,0,0,1,427,20,934,487,7,115,170,89,0,3,3,4,12,3,8,8,5
18,GALAŢI,"ŞCOALA GENERALA HANU CONACHI",307,FUNDENI,76353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:01",1174,1165,1,0,8,622,614,0,0,8,578,41,1283,664,5,163,264,99,3,1,0,5,17,4,2,9,6
18,GALAŢI,"SCOALA GENERALA IJDILENI",304,FRUMUŞIŢA,76317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:00",755,742,0,6,7,367,354,0,6,7,339,18,850,493,10,131,151,19,0,0,0,1,14,8,1,4,0
18,GALAŢI,"ȘCOALA GENERALĂ LIEȘTI",384,PRIPONEŞTI,77028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:07",183,168,0,15,0,117,102,0,15,0,110,7,185,68,0,14,69,18,0,0,0,0,3,1,0,4,1
18,GALAŢI,"SCOALA GENERALĂ LUNGEŞTI",226,BĂLĂBĂNEŞTI,75542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:04",460,456,0,0,4,238,234,0,0,4,228,10,500,262,0,60,158,5,0,0,0,0,1,0,0,4,0
18,GALAŢI,"SCOALA GENERALA MĂCIŞENI",263,CORNI,76004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:32",654,623,1,15,15,437,406,1,15,15,417,20,710,273,2,150,228,13,0,0,0,1,3,2,0,17,1
18,GALAŢI,"ŞCOALA GENERALA NR.1 FRUMUŞIŢA (ŞCOALA DIN CENTRU)",302,FRUMUŞIŢA,76317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:16",1771,1733,2,4,32,886,850,0,4,32,822,64,1900,1014,158,142,436,31,9,2,0,3,24,7,3,4,3
18,GALAŢI,"SCOALA GENERALĂ NR.2 PETRU RAREŞ",303,FRUMUŞIŢA,76317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:15",820,805,0,4,11,438,423,0,4,11,415,23,970,532,32,96,220,18,1,3,1,0,25,7,1,7,4
18,GALAŢI,"SCOALA GENERALĂ PUPEZENI",230,BĂLĂŞEŞTI,75613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:13",162,149,0,5,8,88,75,0,5,8,80,8,164,76,1,6,63,9,0,0,1,0,0,0,0,0,0
18,GALAŢI,"SCOALA GENERALA TĂMĂOANI",305,FRUMUŞIŢA,76317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:01",976,958,0,4,14,518,500,0,4,14,491,27,1027,509,43,152,241,16,3,1,0,0,23,6,0,6,0
18,GALAŢI,"SCOALA GENERALĂ TRAIAN",243,BRANIŞTEA,75711,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:26",491,480,0,8,3,286,275,0,8,3,281,5,529,243,0,20,186,39,4,1,0,1,6,2,2,17,3
18,GALAŢI,"SCOALA GENERALA URLEŞTI",264,CORNI,76004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:26",368,345,0,14,9,368,345,0,14,9,237,20,384,127,2,11,91,9,0,0,0,0,1,0,1,122,0
18,GALAŢI,"SCOALA GENERALA VASILE ALECSANDRI",244,BRANIŞTEA,75711,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:40",929,879,0,20,30,584,534,0,20,30,565,19,1000,416,3,66,405,58,1,1,0,2,10,3,4,11,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ „ALEXANDRU MORUZI” PECHEA",371,PECHEA,76969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:25",1403,1397,0,5,1,616,610,0,5,1,592,24,1550,934,5,159,332,39,1,1,0,3,10,30,0,12,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ANGHEL RUGINĂ TECUCI",178,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:59",1309,1304,1,3,1,559,554,1,3,1,542,17,1450,891,4,234,199,47,11,2,4,0,27,3,2,4,5
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ANGHEL RUGINĂ TECUCI",179,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:47:29",1487,1485,1,1,0,650,648,1,1,0,631,19,1650,1000,5,215,275,44,15,0,4,5,33,5,2,23,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ANGHEL RUGINĂ TECUCI",177,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:29",1254,1252,0,2,0,575,573,0,2,0,558,17,1409,834,4,233,194,58,7,1,0,4,26,6,1,17,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ CONDREA",421,UMBRĂREŞTI,77402,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:53",579,574,0,4,1,282,277,0,4,1,271,11,630,348,0,57,121,65,10,0,0,0,16,2,0,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",79,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:12",1361,1357,0,4,0,549,545,0,4,0,536,13,1600,1051,6,48,301,33,3,29,1,6,13,24,2,52,18
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",76,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:08:32",1384,1378,0,6,0,506,500,0,6,0,496,9,1600,1095,4,59,266,35,5,32,2,5,11,17,6,45,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",80,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:04",1437,1427,0,10,0,545,535,0,10,0,518,26,1600,1045,3,42,303,49,4,34,1,5,14,14,3,36,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",75,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:44",1383,1370,0,5,8,548,535,0,5,8,536,12,1600,1052,7,40,348,31,4,30,4,2,13,12,4,34,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",74,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:11",1534,1528,0,6,0,574,568,0,6,0,558,16,1602,1027,5,41,333,30,3,28,3,7,11,27,7,51,12
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",77,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:50:06",1425,1419,1,5,0,564,559,0,5,0,551,11,1600,1036,5,51,313,38,4,47,4,3,11,22,5,27,21
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",78,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:54",1436,1430,1,5,0,540,535,0,5,0,528,12,1600,1060,0,41,317,41,5,42,3,2,11,18,4,30,14
18,GALAŢI,"SCOALA GIMNAZIALĂ ”DIMITRIE LUCHIAN ”CORP B , PISCU",377,PISCU,76996,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:53",894,869,0,10,15,468,443,0,10,15,451,17,1000,532,1,59,298,17,26,0,1,1,10,8,1,23,6
18,GALAŢI,"ŞCOALA GIMNAZIALĂ DIMITRIE STURDZA TECUCI",180,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:33",923,915,2,6,0,417,411,0,6,0,394,15,1010,599,1,109,199,24,8,0,1,3,17,3,0,21,8
18,GALAŢI,"ŞCOALA GIMNAZIALĂ DIMITRIE STURDZA TECUCI",181,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:25",735,726,0,8,1,323,314,0,8,1,312,11,800,477,3,101,154,20,8,0,0,2,9,0,0,11,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DOAMNA NICA” CORP C5",428,"VALEA MĂRULUI",77475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:44",832,786,1,9,36,430,385,0,9,36,407,23,866,436,5,142,222,25,0,0,0,0,8,3,0,1,1
