precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLOREAN OVIDIU-IOSIF-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOLDOVAN EMIL-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","SIGHIARTĂU ROBERT-IONATAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SAS LÓRÁNT-ZOLTAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","SIMIONCA IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TALOŞ MIRCEA-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DELURENI",307,URMENIŞ,35312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:19",249,246,0,3,0,146,143,0,3,0,141,5,250,104,8,52,75,2,3,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DIPŞA CLASELE I - IV",141,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:13",684,674,0,1,9,354,344,0,1,9,344,10,700,346,12,234,74,5,18,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",128,DUMITRA,33202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:47",1128,1098,5,7,18,663,638,0,7,18,642,21,1228,565,49,297,154,14,126,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",129,DUMITRA,33202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:20",1475,1465,1,4,5,892,883,0,4,5,871,21,1600,708,95,299,329,26,120,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ FÎNTÎNIŢA",189,"MICEŞTII DE CÂMPIE",33845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:25",262,249,0,1,12,182,169,0,1,12,148,34,300,118,6,84,35,15,7,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HĂŞMAŞU CICEULUI",304,URIU,35269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:20",181,173,0,8,0,117,109,0,8,0,116,1,190,73,3,53,57,0,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HERINA CLASELE I - IV",142,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:38",444,436,0,5,3,259,251,0,5,3,254,5,480,221,8,218,19,2,4,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ILIŞUA",305,URIU,35269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:00",626,599,0,12,15,386,359,0,12,15,379,7,657,271,30,142,188,3,16,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LELEŞTI",126,CICEU-MIHĂIEŞTI,179953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:53",121,112,1,8,0,74,66,0,8,0,74,0,120,46,2,50,10,1,11,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LUNCA SĂTEASCĂ",282,TÂRLIŞUA,35152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:55",472,441,1,12,18,265,235,0,12,18,252,13,500,135,2,148,98,0,0,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ NR. 2 LUNCA LEŞULUI",161,LEŞU,33514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:14",947,925,0,7,15,629,607,0,7,15,600,29,1000,371,16,261,236,1,83,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PERIŞOR",312,ZAGRA,35429,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:09",413,403,0,3,7,243,233,0,3,7,240,3,450,207,4,161,73,0,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PODEREE",137,FELDRU,33248,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:58",410,399,0,7,4,220,209,0,7,4,209,11,450,230,4,117,85,0,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ POIENILE ZAGREI",313,ZAGRA,35429,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:05",710,690,0,6,14,425,405,0,6,14,420,5,750,325,8,361,50,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PRUNDU BÂRGĂULUI",219,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:22",1110,1098,1,3,8,607,596,0,3,8,600,7,1200,593,24,468,84,9,12,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ PRUNDU BÂRGĂULUI",220,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:44",1417,1410,4,0,3,736,733,0,0,3,728,8,1500,764,47,520,110,5,43,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PURCĂRETE",198,NEGRILEŞTI,179659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:01",175,162,0,10,3,113,100,0,10,3,108,5,189,76,6,38,61,0,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ RETEAG POIENI, CLASELE I - IV",216,"PETRU RAREŞ",34173,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:48",746,738,0,4,4,352,344,0,4,4,301,43,793,449,30,109,146,2,11,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ŞIRIOARA",268,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:11",199,190,1,2,6,136,128,0,2,6,133,3,200,64,8,76,33,1,13,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ SUPLAI",314,ZAGRA,35429,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:58",533,517,0,4,12,289,273,0,4,12,285,4,580,291,6,260,19,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ TĂRPIU",131,DUMITRA,33202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:46",795,782,0,6,7,378,365,0,6,7,356,22,841,463,18,185,122,12,18,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ URIU",302,URIU,35269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:44",1347,1276,1,33,37,896,826,0,33,37,871,25,1402,506,21,222,590,13,25,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ZAGRA",310,ZAGRA,35429,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:33",828,801,0,4,23,543,516,0,4,23,532,11,900,357,12,409,97,0,14,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ANIEŞ",174,MAIERU,33621,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:41",1521,1515,1,0,5,965,960,0,0,5,936,29,1650,685,88,489,326,8,23,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",79,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:58",1451,1440,3,8,0,732,724,0,8,0,718,14,1600,868,24,266,379,3,43,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",78,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:42",1345,1330,2,7,6,621,608,0,7,6,604,17,1450,829,33,236,289,1,41,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",37,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:29",1173,1166,0,7,0,540,533,0,7,0,518,16,1300,766,19,298,147,13,37,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",36,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:45:13",1205,1193,3,7,2,562,553,0,7,2,551,11,1300,738,29,303,178,6,31,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BICHIGIU",294,TELCIU,35054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:46",660,643,5,7,5,258,242,4,7,5,231,27,700,442,20,71,100,2,37,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDACU DE SUS",133,DUMITRIŢA,179686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:34",1575,1535,1,10,29,895,855,1,10,29,829,66,1756,861,82,591,120,8,21,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDEŞTI",97,BUDEŞTI,32768,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:47",446,427,1,6,12,283,265,0,6,12,269,14,471,188,10,146,100,1,8,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDUŞ",93,"BUDACU DE JOS",32704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:13",453,433,0,2,18,263,243,0,2,18,258,5,500,237,18,181,53,1,5,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CICEU-GIURGEŞTI",122,CICEU-GIURGEŞTI,32955,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:53",726,678,0,20,28,500,452,0,20,28,475,25,732,232,32,175,220,1,35,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",225,REBRIŞOARA,34280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:48",1401,1379,2,0,20,848,827,1,0,20,823,25,1500,625,24,459,322,5,10,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",226,REBRIŞOARA,34280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:23",1663,1633,0,6,24,1005,975,0,6,24,965,40,1800,795,30,423,505,0,4,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-VIII, ROMULI",234,ROMULI,34360,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:21",1066,1020,0,4,42,749,703,0,4,42,743,6,1100,351,79,453,199,1,8,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ COCIU",277,ŞINTEREAG,34903,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:40",850,842,0,2,6,512,504,0,2,6,496,16,890,378,13,238,201,1,37,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORMAIA",84,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:28",773,765,0,8,0,393,385,0,8,0,318,62,840,460,18,92,205,0,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORVINEŞTI",177,MATEI,33658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:44",499,478,0,4,17,332,311,0,4,17,311,21,550,218,17,161,118,2,13,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”DEMIAN NECHITI”",147,"ILVA MICĂ",33364,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:52",1389,1352,0,0,37,843,806,0,0,37,828,15,1500,657,47,608,147,6,19,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOBRIC",104,"CĂIANU MIC",32811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:29",1170,1126,1,0,43,549,506,0,0,43,536,13,1192,643,12,376,140,2,6,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOROLEA",165,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:18",579,559,5,12,3,321,306,0,12,3,312,9,620,299,18,230,42,1,18,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ DUMITRIȚA",132,DUMITRIŢA,179686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:27",1079,1047,2,6,24,637,607,0,6,24,605,27,1150,512,76,384,118,6,19,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ENEA GRAPINI” ŞANŢ",251,ŞANŢ,34618,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:38",1121,1098,0,4,19,825,802,0,4,19,799,26,1200,375,18,321,424,1,29,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ „GEORGE COŞBUC”",127,COŞBUC,33177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:33:38",1613,1578,1,4,30,931,896,1,4,30,894,37,1732,801,33,538,306,2,14,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”GRIGORE SILAŞI”",63,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:03",1532,1518,2,6,6,804,791,1,6,6,784,20,1650,846,33,376,284,19,60,12
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ JOSENII BÎRGĂULUI",149,"JOSENII BÂRGĂULUI",33382,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:49",865,863,0,0,2,535,533,0,0,2,511,24,955,420,208,133,121,9,38,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ LIVEZILE",163,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:31",1263,1247,1,10,5,687,672,0,10,5,669,18,1400,713,19,450,120,3,77,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” CHIUZA",118,CHIUZA,33122,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:02",732,705,1,20,6,517,491,0,20,6,496,21,800,283,19,260,190,2,23,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",15,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:18",1619,1611,0,8,0,782,774,0,8,0,766,11,1750,951,35,389,246,20,68,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",13,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:08",1585,1581,2,2,0,689,686,1,2,0,679,7,1800,1111,17,373,215,17,49,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",14,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:11:51",1574,1566,0,8,0,690,682,0,8,0,670,13,1690,1007,29,343,224,18,47,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MĂRIŞELU",186,MĂRIŞELU,33765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:35",488,481,0,3,4,256,249,0,3,4,249,7,500,244,24,162,47,2,13,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MATEI",175,MATEI,33658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:03",564,556,0,2,6,426,418,0,2,6,391,35,600,174,2,261,116,9,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",71,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:05",1517,1493,6,11,7,759,741,0,11,7,743,16,1650,891,25,289,402,8,15,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MITITEI",202,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:20",578,549,0,12,17,419,390,0,12,17,403,16,650,231,7,193,197,1,5,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MONARIU",95,"BUDACU DE JOS",32704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:05:14",434,424,1,6,3,269,260,0,6,3,261,8,464,195,27,119,110,0,4,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MUREŞENII BÎRGĂULUI",298,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:18",1331,1321,1,6,3,698,689,0,6,3,680,18,1500,802,67,461,127,0,23,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NEGRILEŞTI",196,NEGRILEŞTI,179659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:03:01",1086,993,1,54,38,718,625,1,54,38,678,40,1087,369,69,243,337,4,21,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NIMIGEA DE JOS",199,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:14",1342,1274,1,21,46,885,819,0,21,45,864,21,1446,561,20,549,257,21,17,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",10,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:32",1359,1348,1,10,0,638,628,0,10,0,628,10,1500,862,21,327,205,17,47,11
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",11,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:44",1115,1092,1,7,15,543,521,0,7,15,532,11,1250,707,22,284,173,16,32,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",8,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:02",997,991,1,5,0,442,437,0,5,0,434,8,1100,658,18,218,143,8,43,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",9,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:16",1096,1089,1,6,0,448,442,0,6,0,440,8,1200,752,29,224,136,14,32,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.1 GERSA I",227,REBRIŞOARA,34280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:10",548,531,0,9,8,402,385,0,9,8,388,14,600,198,24,189,169,2,1,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 1 - LEȘU",160,LEŞU,33514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:05",1343,1265,1,17,60,874,796,1,17,60,851,23,1450,576,299,499,18,1,2,32
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2",146,"ILVA MICĂ",33364,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:01",1261,1225,1,5,30,684,649,0,5,30,667,17,1334,650,37,468,139,6,15,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 BISTRIŢA BÎRGĂULUI",86,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:23",969,958,0,7,4,516,505,0,7,4,499,17,1100,584,47,267,133,5,31,16
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",229,RODNA,34333,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:06",926,909,0,8,9,587,570,0,8,9,564,23,985,398,47,327,97,5,88,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",230,RODNA,34333,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:05",933,916,2,2,13,580,565,0,2,13,573,7,1000,420,66,297,119,1,87,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",32,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:31",1726,1715,6,4,1,822,817,0,4,1,805,17,1900,1078,45,353,314,20,66,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",31,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:27",1709,1701,4,4,0,923,919,0,4,0,914,9,1900,977,25,417,393,18,55,6
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 4",33,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:36",1231,1221,0,10,0,493,483,0,10,0,481,12,1350,857,27,243,163,9,36,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 7 VIIŞOARA",57,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:30",1552,1523,4,24,1,673,648,0,24,1,640,33,1770,1072,59,266,270,12,27,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.7 VIIŞOARA",58,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:11",1205,1194,7,4,0,554,550,0,4,0,544,10,1370,816,35,253,221,10,24,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ PIATRA FÎNTÎNELE",299,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:59",319,310,0,8,1,171,162,0,8,1,162,9,345,174,18,101,35,2,5,1
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",223,REBRA,34262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:39:01",1042,1020,1,8,13,646,625,0,8,13,611,34,1150,505,102,179,284,0,46,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",224,REBRA,34262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:53",1115,1079,2,17,17,645,611,0,17,17,623,22,1150,505,145,167,267,1,41,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SEBIŞ",272,ŞIEUŢ,34850,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:35",667,649,1,1,16,502,485,0,1,16,484,18,700,198,19,313,126,1,24,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”SEVER POP” POIANA ILVEI",218,"POIANA ILVEI",179720,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:46",1197,1152,0,0,45,834,789,0,0,45,819,15,1319,485,55,564,150,0,50,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SIMIONEŞTI",96,"BUDACU DE JOS",32704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:02",179,169,1,2,7,113,104,1,2,6,107,6,200,87,4,65,34,0,4,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SITA",249,SPERMEZEU,34547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:29",173,163,0,3,7,173,163,0,3,7,167,6,284,111,10,47,110,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",40,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:42",1343,1326,7,10,0,608,598,0,10,0,585,13,1508,900,21,307,193,7,47,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",39,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:13",1221,1174,4,8,35,624,581,0,8,35,614,10,1300,676,24,317,197,16,51,9
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",41,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:40",1330,1318,6,6,0,606,600,0,6,0,589,17,1500,894,22,295,214,11,41,6
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",42,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:27",899,881,2,15,1,423,407,0,15,1,421,2,1000,577,16,207,144,14,37,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:13",872,856,0,5,11,468,452,0,5,11,427,25,950,481,50,72,204,3,93,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”TEODOR COTUŢIU” DUMBRĂVIŢA",247,SPERMEZEU,34547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:12",630,611,0,4,15,355,336,0,4,15,338,17,700,345,26,96,214,0,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TIHA BÎRGĂULUI",297,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:26",1366,1348,2,5,11,701,685,0,5,11,682,19,1500,799,56,450,148,3,18,7
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",300,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:19",566,558,0,8,0,237,229,0,8,0,213,24,600,363,40,92,78,0,1,2
